FISCAL_QUARTER,STORE_CODE,STORE_NAME,PRODUCT_FAMILY,UNITS_SOLD,RETURNS_UNITS,NET_SALES_AMOUNT,CURRENCY_CODE,NET_SALES_USD
FY2025-Q3,MER-RTL-CN-0057,Meridian Store Shanghai 57,HALO,102,4,"120,142.86",CNY,"16,820.00"
FY2025-Q3,MER-RTL-CN-0057,Meridian Store Shanghai 57,CORE,119,4,"214,357.14",CNY,"30,010.00"
FY2025-Q4,MER-RTL-CN-0057,Meridian Store Shanghai 57,PULSE,371,11,"2,203,714.29",CNY,"308,520.00"
FY2025-Q4,MER-RTL-CN-0057,Meridian Store Shanghai 57,SLATE,148,5,"544,214.29",CNY,"76,190.00"
FY2025-Q4,MER-RTL-CN-0057,Meridian Store Shanghai 57,HALO,111,2,"133,428.57",CNY,"18,680.00"
FY2025-Q4,MER-RTL-CN-0057,Meridian Store Shanghai 57,CORE,130,4,"239,000.00",CNY,"33,460.00"
FY2026-Q1,MER-RTL-CN-0057,Meridian Store Shanghai 57,PULSE,401,13,"2,430,071.43",CNY,"340,210.00"
FY2026-Q1,MER-RTL-CN-0057,Meridian Store Shanghai 57,SLATE,160,5,"600,214.29",CNY,"84,030.00"
FY2026-Q1,MER-RTL-CN-0057,Meridian Store Shanghai 57,HALO,120,6,"147,142.86",CNY,"20,600.00"
FY2026-Q1,MER-RTL-CN-0057,Meridian Store Shanghai 57,CORE,140,6,"262,571.43",CNY,"36,760.00"
FY2026-Q2,MER-RTL-CN-0057,Meridian Store Shanghai 57,PULSE,432,10,"2,669,785.71",CNY,"373,770.00"
FY2026-Q2,MER-RTL-CN-0057,Meridian Store Shanghai 57,SLATE,172,7,"658,000.00",CNY,"92,120.00"
FY2026-Q2,MER-RTL-CN-0057,Meridian Store Shanghai 57,HALO,129,5,"161,357.14",CNY,"22,590.00"
FY2026-Q2,MER-RTL-CN-0057,Meridian Store Shanghai 57,CORE,151,3,"288,857.14",CNY,"40,440.00"
FY2025-Q3,MER-RTL-JP-0058,Meridian Store Osaka 58,PULSE,335,8,"42,860,000.00",JPY,"278,590.00"
FY2025-Q3,MER-RTL-JP-0058,Meridian Store Osaka 58,AURA,234,5,"44,193,846.15",JPY,"287,260.00"
FY2025-Q3,MER-RTL-JP-0058,Meridian Store Osaka 58,HALO,100,3,"2,589,230.77",JPY,"16,830.00"
FY2025-Q3,MER-RTL-JP-0058,Meridian Store Osaka 58,CORE,117,3,"4,633,846.15",JPY,"30,120.00"
FY2025-Q4,MER-RTL-JP-0058,Meridian Store Osaka 58,PULSE,365,10,"47,641,538.46",JPY,"309,670.00"
FY2025-Q4,MER-RTL-JP-0058,Meridian Store Osaka 58,AURA,255,8,"49,132,307.69",JPY,"319,360.00"
FY2025-Q4,MER-RTL-JP-0058,Meridian Store Osaka 58,HALO,109,4,"2,880,000.00",JPY,"18,720.00"
FY2025-Q4,MER-RTL-JP-0058,Meridian Store Osaka 58,CORE,127,6,"5,130,769.23",JPY,"33,350.00"
FY2026-Q1,MER-RTL-JP-0058,Meridian Store Osaka 58,PULSE,395,9,"52,576,923.08",JPY,"341,750.00"
FY2026-Q1,MER-RTL-JP-0058,Meridian Store Osaka 58,AURA,276,7,"54,232,307.69",JPY,"352,510.00"
FY2026-Q1,MER-RTL-JP-0058,Meridian Store Osaka 58,HALO,118,3,"3,178,461.54",JPY,"20,660.00"
FY2026-Q1,MER-RTL-JP-0058,Meridian Store Osaka 58,CORE,138,4,"5,686,153.85",JPY,"36,960.00"
FY2026-Q2,MER-RTL-JP-0058,Meridian Store Osaka 58,PULSE,425,12,"52,176,923.08",JPY,"339,150.00"
FY2026-Q2,MER-RTL-JP-0058,Meridian Store Osaka 58,AURA,297,7,"53,826,153.85",JPY,"349,870.00"
FY2026-Q2,MER-RTL-JP-0058,Meridian Store Osaka 58,HALO,127,5,"3,155,384.62",JPY,"20,510.00"
FY2026-Q2,MER-RTL-JP-0058,Meridian Store Osaka 58,CORE,148,3,"5,624,615.38",JPY,"36,560.00"
FY2025-Q3,MER-RTL-AU-0059,Meridian Store Sydney 59,PULSE,330,8,"424,196.97",AUD,"279,970.00"
FY2025-Q3,MER-RTL-AU-0059,Meridian Store Sydney 59,AURA,231,6,"438,333.33",AUD,"289,300.00"
FY2025-Q3,MER-RTL-AU-0059,Meridian Store Sydney 59,SLATE,132,6,"105,045.45",AUD,"69,330.00"
FY2025-Q3,MER-RTL-AU-0059,Meridian Store Sydney 59,CORE,115,5,"45,757.58",AUD,"30,200.00"
FY2025-Q4,MER-RTL-AU-0059,Meridian Store Sydney 59,PULSE,359,9,"470,621.21",AUD,"310,610.00"
FY2025-Q4,MER-RTL-AU-0059,Meridian Store Sydney 59,AURA,251,7,"485,727.27",AUD,"320,580.00"
FY2025-Q4,MER-RTL-AU-0059,Meridian Store Sydney 59,SLATE,143,6,"116,045.45",AUD,"76,590.00"
FY2025-Q4,MER-RTL-AU-0059,Meridian Store Sydney 59,CORE,125,4,"50,727.27",AUD,"33,480.00"
FY2026-Q1,MER-RTL-AU-0059,Meridian Store Sydney 59,PULSE,389,9,"470,333.33",AUD,"310,420.00"
FY2026-Q1,MER-RTL-AU-0059,Meridian Store Sydney 59,AURA,272,8,"485,484.85",AUD,"320,420.00"
FY2026-Q1,MER-RTL-AU-0059,Meridian Store Sydney 59,SLATE,155,4,"116,015.15",AUD,"76,570.00"
FY2026-Q1,MER-RTL-AU-0059,Meridian Store Sydney 59,CORE,136,3,"50,893.94",AUD,"33,590.00"
FY2026-Q2,MER-RTL-AU-0059,Meridian Store Sydney 59,PULSE,418,10,"516,045.45",AUD,"340,590.00"
FY2026-Q2,MER-RTL-AU-0059,Meridian Store Sydney 59,AURA,292,7,"532,151.52",AUD,"351,220.00"
FY2026-Q2,MER-RTL-AU-0059,Meridian Store Sydney 59,SLATE,167,7,"127,621.21",AUD,"84,230.00"
FY2026-Q2,MER-RTL-AU-0059,Meridian Store Sydney 59,CORE,146,5,"55,787.88",AUD,"36,820.00"
FY2025-Q3,MER-RTL-US-0060,Meridian Store Chicago 60,PULSE,325,8,"281,190.00",USD,"281,190.00"
FY2025-Q3,MER-RTL-US-0060,Meridian Store Chicago 60,AURA,227,7,"289,920.00",USD,"289,920.00"
FY2025-Q3,MER-RTL-US-0060,Meridian Store Chicago 60,SLATE,130,5,"69,630.00",USD,"69,630.00"
FY2025-Q3,MER-RTL-US-0060,Meridian Store Chicago 60,HALO,97,5,"16,980.00",USD,"16,980.00"
FY2025-Q4,MER-RTL-US-0060,Meridian Store Chicago 60,PULSE,354,8,"282,490.00",USD,"282,490.00"
FY2025-Q4,MER-RTL-US-0060,Meridian Store Chicago 60,AURA,247,6,"290,970.00",USD,"290,970.00"
FY2025-Q4,MER-RTL-US-0060,Meridian Store Chicago 60,SLATE,141,3,"69,650.00",USD,"69,650.00"
FY2025-Q4,MER-RTL-US-0060,Meridian Store Chicago 60,HALO,106,5,"17,120.00",USD,"17,120.00"
FY2026-Q1,MER-RTL-US-0060,Meridian Store Chicago 60,PULSE,383,12,"312,070.00",USD,"312,070.00"
FY2026-Q1,MER-RTL-US-0060,Meridian Store Chicago 60,AURA,268,7,"322,350.00",USD,"322,350.00"
FY2026-Q1,MER-RTL-US-0060,Meridian Store Chicago 60,SLATE,153,3,"77,170.00",USD,"77,170.00"
FY2026-Q1,MER-RTL-US-0060,Meridian Store Chicago 60,HALO,114,2,"18,800.00",USD,"18,800.00"
FY2026-Q2,MER-RTL-US-0060,Meridian Store Chicago 60,PULSE,412,10,"342,620.00",USD,"342,620.00"
FY2026-Q2,MER-RTL-US-0060,Meridian Store Chicago 60,AURA,288,7,"353,550.00",USD,"353,550.00"
FY2026-Q2,MER-RTL-US-0060,Meridian Store Chicago 60,SLATE,164,6,"84,430.00",USD,"84,430.00"
FY2026-Q2,MER-RTL-US-0060,Meridian Store Chicago 60,HALO,123,5,"20,700.00",USD,"20,700.00"
FY2025-Q3,MER-RTL-US-0061,Boston Flagship Store,AURA,224,6,"263,870.00",USD,"263,870.00"
FY2025-Q3,MER-RTL-US-0061,Boston Flagship Store,SLATE,128,3,"63,230.00",USD,"63,230.00"
FY2025-Q3,MER-RTL-US-0061,Boston Flagship Store,HALO,96,3,"15,500.00",USD,"15,500.00"
FY2025-Q3,MER-RTL-US-0061,Boston Flagship Store,CORE,112,4,"27,660.00",USD,"27,660.00"
FY2025-Q4,MER-RTL-US-0061,Boston Flagship Store,AURA,244,6,"293,480.00",USD,"293,480.00"
FY2025-Q4,MER-RTL-US-0061,Boston Flagship Store,SLATE,139,5,"70,110.00",USD,"70,110.00"
FY2025-Q4,MER-RTL-US-0061,Boston Flagship Store,HALO,104,2,"17,150.00",USD,"17,150.00"
FY2025-Q4,MER-RTL-US-0061,Boston Flagship Store,CORE,122,4,"30,770.00",USD,"30,770.00"
FY2026-Q1,MER-RTL-US-0061,Boston Flagship Store,AURA,264,9,"324,090.00",USD,"324,090.00"
FY2026-Q1,MER-RTL-US-0061,Boston Flagship Store,SLATE,150,4,"77,220.00",USD,"77,220.00"
FY2026-Q1,MER-RTL-US-0061,Boston Flagship Store,HALO,113,2,"19,020.00",USD,"19,020.00"
FY2026-Q1,MER-RTL-US-0061,Boston Flagship Store,CORE,132,4,"33,980.00",USD,"33,980.00"
FY2026-Q2,MER-RTL-US-0061,Boston Flagship Store,AURA,284,8,"355,680.00",USD,"355,680.00"
FY2026-Q2,MER-RTL-US-0061,Boston Flagship Store,SLATE,162,6,"85,080.00",USD,"85,080.00"
FY2026-Q2,MER-RTL-US-0061,Boston Flagship Store,HALO,121,3,"20,780.00",USD,"20,780.00"
FY2026-Q2,MER-RTL-US-0061,Boston Flagship Store,CORE,142,4,"37,290.00",USD,"37,290.00"
FY2025-Q3,MER-RTL-US-0062,Meridian Store Miami 62,PULSE,315,10,"256,660.00",USD,"256,660.00"
FY2025-Q3,MER-RTL-US-0062,Meridian Store Miami 62,SLATE,126,6,"63,550.00",USD,"63,550.00"
FY2025-Q3,MER-RTL-US-0062,Meridian Store Miami 62,HALO,94,2,"15,500.00",USD,"15,500.00"
FY2025-Q3,MER-RTL-US-0062,Meridian Store Miami 62,CORE,110,3,"27,740.00",USD,"27,740.00"
FY2025-Q4,MER-RTL-US-0062,Meridian Store Miami 62,PULSE,343,11,"285,240.00",USD,"285,240.00"
FY2025-Q4,MER-RTL-US-0062,Meridian Store Miami 62,SLATE,137,3,"70,530.00",USD,"70,530.00"
FY2025-Q4,MER-RTL-US-0062,Meridian Store Miami 62,HALO,103,5,"17,330.00",USD,"17,330.00"
FY2025-Q4,MER-RTL-US-0062,Meridian Store Miami 62,CORE,120,6,"30,890.00",USD,"30,890.00"
FY2026-Q1,MER-RTL-US-0062,Meridian Store Miami 62,PULSE,371,9,"314,760.00",USD,"314,760.00"
FY2026-Q1,MER-RTL-US-0062,Meridian Store Miami 62,SLATE,148,3,"77,730.00",USD,"77,730.00"
FY2026-Q1,MER-RTL-US-0062,Meridian Store Miami 62,HALO,111,2,"19,060.00",USD,"19,060.00"
FY2026-Q1,MER-RTL-US-0062,Meridian Store Miami 62,CORE,130,6,"34,140.00",USD,"34,140.00"
FY2026-Q2,MER-RTL-US-0062,Meridian Store Miami 62,PULSE,399,11,"345,210.00",USD,"345,210.00"
FY2026-Q2,MER-RTL-US-0062,Meridian Store Miami 62,SLATE,159,5,"85,160.00",USD,"85,160.00"
FY2026-Q2,MER-RTL-US-0062,Meridian Store Miami 62,HALO,119,4,"20,840.00",USD,"20,840.00"
FY2026-Q2,MER-RTL-US-0062,Meridian Store Miami 62,CORE,139,6,"37,220.00",USD,"37,220.00"
FY2025-Q3,MER-RTL-US-0063,Meridian Store Portland 63,PULSE,310,8,"257,800.00",USD,"257,800.00"
FY2025-Q3,MER-RTL-US-0063,Meridian Store Portland 63,AURA,217,8,"266,390.00",USD,"266,390.00"
FY2025-Q3,MER-RTL-US-0063,Meridian Store Portland 63,HALO,93,3,"15,650.00",USD,"15,650.00"
FY2025-Q3,MER-RTL-US-0063,Meridian Store Portland 63,CORE,108,3,"27,800.00",USD,"27,800.00"
FY2025-Q4,MER-RTL-US-0063,Meridian Store Portland 63,PULSE,338,8,"286,760.00",USD,"286,760.00"
FY2025-Q4,MER-RTL-US-0063,Meridian Store Portland 63,AURA,236,5,"295,570.00",USD,"295,570.00"
FY2025-Q4,MER-RTL-US-0063,Meridian Store Portland 63,HALO,101,2,"17,340.00",USD,"17,340.00"
FY2025-Q4,MER-RTL-US-0063,Meridian Store Portland 63,CORE,118,4,"30,990.00",USD,"30,990.00"
FY2026-Q1,MER-RTL-US-0063,Meridian Store Portland 63,PULSE,366,10,"316,660.00",USD,"316,660.00"
FY2026-Q1,MER-RTL-US-0063,Meridian Store Portland 63,AURA,256,6,"326,960.00",USD,"326,960.00"
FY2026-Q1,MER-RTL-US-0063,Meridian Store Portland 63,HALO,109,4,"19,090.00",USD,"19,090.00"
FY2026-Q1,MER-RTL-US-0063,Meridian Store Portland 63,CORE,128,5,"34,280.00",USD,"34,280.00"
FY2026-Q2,MER-RTL-US-0063,Meridian Store Portland 63,PULSE,393,9,"313,610.00",USD,"313,610.00"
FY2026-Q2,MER-RTL-US-0063,Meridian Store Portland 63,AURA,275,7,"323,950.00",USD,"323,950.00"
FY2026-Q2,MER-RTL-US-0063,Meridian Store Portland 63,HALO,118,4,"19,060.00",USD,"19,060.00"
FY2026-Q2,MER-RTL-US-0063,Meridian Store Portland 63,CORE,137,5,"33,840.00",USD,"33,840.00"
FY2025-Q3,MER-RTL-CA-0064,Meridian Store Vancouver 64,PULSE,306,9,"350,824.32",CAD,"259,610.00"
FY2025-Q3,MER-RTL-CA-0064,Meridian Store Vancouver 64,AURA,214,7,"362,175.68",CAD,"268,010.00"
FY2025-Q3,MER-RTL-CA-0064,Meridian Store Vancouver 64,SLATE,122,6,"86,581.08",CAD,"64,070.00"
FY2025-Q3,MER-RTL-CA-0064,Meridian Store Vancouver 64,CORE,107,2,"37,972.97",CAD,"28,100.00"
FY2025-Q4,MER-RTL-CA-0064,Meridian Store Vancouver 64,PULSE,333,11,"389,337.84",CAD,"288,110.00"
FY2025-Q4,MER-RTL-CA-0064,Meridian Store Vancouver 64,AURA,233,7,"402,148.65",CAD,"297,590.00"
FY2025-Q4,MER-RTL-CA-0064,Meridian Store Vancouver 64,SLATE,133,6,"96,256.76",CAD,"71,230.00"
FY2025-Q4,MER-RTL-CA-0064,Meridian Store Vancouver 64,CORE,116,3,"41,972.97",CAD,"31,060.00"
FY2026-Q1,MER-RTL-CA-0064,Meridian Store Vancouver 64,PULSE,360,9,"388,216.22",CAD,"287,280.00"
FY2026-Q1,MER-RTL-CA-0064,Meridian Store Vancouver 64,AURA,252,9,"401,162.16",CAD,"296,860.00"
FY2026-Q1,MER-RTL-CA-0064,Meridian Store Vancouver 64,SLATE,144,5,"96,135.14",CAD,"71,140.00"
FY2026-Q1,MER-RTL-CA-0064,Meridian Store Vancouver 64,CORE,126,6,"42,054.05",CAD,"31,120.00"
FY2026-Q2,MER-RTL-CA-0064,Meridian Store Vancouver 64,PULSE,388,12,"427,216.22",CAD,"316,140.00"
FY2026-Q2,MER-RTL-CA-0064,Meridian Store Vancouver 64,AURA,271,8,"440,486.49",CAD,"325,960.00"
FY2026-Q2,MER-RTL-CA-0064,Meridian Store Vancouver 64,SLATE,155,3,"105,648.65",CAD,"78,180.00"
FY2026-Q2,MER-RTL-CA-0064,Meridian Store Vancouver 64,CORE,135,6,"46,013.51",CAD,"34,050.00"
FY2025-Q3,MER-RTL-GB-0065,Meridian Store London 65,PULSE,301,9,"205.062,99",GBP,"260,430.00"
FY2025-Q3,MER-RTL-GB-0065,Meridian Store London 65,AURA,211,8,"212.196,85",GBP,"269,490.00"
FY2025-Q3,MER-RTL-GB-0065,Meridian Store London 65,SLATE,120,3,"50.606,30",GBP,"64,270.00"
FY2025-Q3,MER-RTL-GB-0065,Meridian Store London 65,HALO,90,2,"12.409,45",GBP,"15,760.00"
FY2025-Q4,MER-RTL-GB-0065,Meridian Store London 65,PULSE,328,10,"206.094,49",GBP,"261,740.00"
FY2025-Q4,MER-RTL-GB-0065,Meridian Store London 65,AURA,230,7,"213.338,58",GBP,"270,940.00"
FY2025-Q4,MER-RTL-GB-0065,Meridian Store London 65,SLATE,131,5,"50.952,76",GBP,"64,710.00"
FY2025-Q4,MER-RTL-GB-0065,Meridian Store London 65,HALO,98,2,"12.464,57",GBP,"15,830.00"
FY2026-Q1,MER-RTL-GB-0065,Meridian Store London 65,PULSE,355,9,"227.755,91",GBP,"289,250.00"
FY2026-Q1,MER-RTL-GB-0065,Meridian Store London 65,AURA,248,9,"234.874,02",GBP,"298,290.00"
FY2026-Q1,MER-RTL-GB-0065,Meridian Store London 65,SLATE,142,6,"56.393,70",GBP,"71,620.00"
FY2026-Q1,MER-RTL-GB-0065,Meridian Store London 65,HALO,106,4,"13.763,78",GBP,"17,480.00"
FY2026-Q2,MER-RTL-GB-0065,Meridian Store London 65,PULSE,382,11,"250.133,86",GBP,"317,670.00"
FY2026-Q2,MER-RTL-GB-0065,Meridian Store London 65,AURA,267,7,"258.086,61",GBP,"327,770.00"
FY2026-Q2,MER-RTL-GB-0065,Meridian Store London 65,SLATE,152,5,"61.614,17",GBP,"78,250.00"
FY2026-Q2,MER-RTL-GB-0065,Meridian Store London 65,HALO,114,3,"15.110,24",GBP,"19,190.00"
FY2025-Q3,MER-RTL-DE-0066,Meridian Store Munich 66,AURA,208,7,"224.788,99",EUR,"245,020.00"
FY2025-Q3,MER-RTL-DE-0066,Meridian Store Munich 66,SLATE,119,3,"53.935,78",EUR,"58,790.00"
FY2025-Q3,MER-RTL-DE-0066,Meridian Store Munich 66,HALO,89,5,"13.183,49",EUR,"14,370.00"
FY2025-Q3,MER-RTL-DE-0066,Meridian Store Munich 66,CORE,104,4,"23.568,81",EUR,"25,690.00"
FY2025-Q4,MER-RTL-DE-0066,Meridian Store Munich 66,AURA,226,5,"249.385,32",EUR,"271,830.00"
FY2025-Q4,MER-RTL-DE-0066,Meridian Store Munich 66,SLATE,129,5,"59.697,25",EUR,"65,070.00"
FY2025-Q4,MER-RTL-DE-0066,Meridian Store Munich 66,HALO,97,4,"14.678,90",EUR,"16,000.00"
FY2025-Q4,MER-RTL-DE-0066,Meridian Store Munich 66,CORE,113,2,"26.146,79",EUR,"28,500.00"
FY2026-Q1,MER-RTL-DE-0066,Meridian Store Munich 66,AURA,245,8,"275.926,61",EUR,"300,760.00"
FY2026-Q1,MER-RTL-DE-0066,Meridian Store Munich 66,SLATE,140,6,"66.119,27",EUR,"72,070.00"
FY2026-Q1,MER-RTL-DE-0066,Meridian Store Munich 66,HALO,105,5,"16.211,01",EUR,"17,670.00"
FY2026-Q1,MER-RTL-DE-0066,Meridian Store Munich 66,CORE,122,4,"28.807,34",EUR,"31,400.00"
FY2026-Q2,MER-RTL-DE-0066,Meridian Store Munich 66,AURA,263,7,"302.183,49",EUR,"329,380.00"
FY2026-Q2,MER-RTL-DE-0066,Meridian Store Munich 66,SLATE,150,6,"72.275,23",EUR,"78,780.00"
FY2026-Q2,MER-RTL-DE-0066,Meridian Store Munich 66,HALO,113,2,"17.798,17",EUR,"19,400.00"
FY2026-Q2,MER-RTL-DE-0066,Meridian Store Munich 66,CORE,131,3,"31.559,63",EUR,"34,400.00"
FY2025-Q3,MER-RTL-FR-0067,Paris Center Store,PULSE,293,10,"219.027,52",EUR,"238,740.00"
FY2025-Q3,MER-RTL-FR-0067,Paris Center Store,SLATE,117,5,"54.137,61",EUR,"59,010.00"
FY2025-Q3,MER-RTL-FR-0067,Paris Center Store,HALO,88,3,"13.311,93",EUR,"14,510.00"
FY2025-Q3,MER-RTL-FR-0067,Paris Center Store,CORE,102,5,"23.596,33",EUR,"25,720.00"
FY2025-Q4,MER-RTL-FR-0067,Paris Center Store,PULSE,319,9,"243.376,15",EUR,"265,280.00"
FY2025-Q4,MER-RTL-FR-0067,Paris Center Store,SLATE,127,4,"59.981,65",EUR,"65,380.00"
FY2025-Q4,MER-RTL-FR-0067,Paris Center Store,HALO,95,5,"14.669,72",EUR,"15,990.00"
FY2025-Q4,MER-RTL-FR-0067,Paris Center Store,CORE,111,3,"26.211,01",EUR,"28,570.00"
FY2026-Q1,MER-RTL-FR-0067,Paris Center Store,PULSE,345,8,"268.532,11",EUR,"292,700.00"
FY2026-Q1,MER-RTL-FR-0067,Paris Center Store,SLATE,138,4,"66.495,41",EUR,"72,480.00"
FY2026-Q1,MER-RTL-FR-0067,Paris Center Store,HALO,103,2,"16.229,36",EUR,"17,690.00"
FY2026-Q1,MER-RTL-FR-0067,Paris Center Store,CORE,120,5,"28.908,26",EUR,"31,510.00"
FY2026-Q2,MER-RTL-FR-0067,Paris Center Store,PULSE,371,12,"294.486,24",EUR,"320,990.00"
FY2026-Q2,MER-RTL-FR-0067,Paris Center Store,SLATE,148,4,"72.724,77",EUR,"79,270.00"
FY2026-Q2,MER-RTL-FR-0067,Paris Center Store,HALO,111,3,"17.834,86",EUR,"19,440.00"
FY2026-Q2,MER-RTL-FR-0067,Paris Center Store,CORE,130,3,"31.935,78",EUR,"34,810.00"
FY2025-Q3,MER-RTL-NL-0068,Meridian Store Tilburg 68,PULSE,289,8,"220.486,24",EUR,"240,330.00"
FY2025-Q3,MER-RTL-NL-0068,Meridian Store Tilburg 68,AURA,202,5,"227.504,59",EUR,"247,980.00"
FY2025-Q3,MER-RTL-NL-0068,Meridian Store Tilburg 68,HALO,86,3,"13.275,23",EUR,"14,470.00"
FY2025-Q3,MER-RTL-NL-0068,Meridian Store Tilburg 68,CORE,101,5,"23.853,21",EUR,"26,000.00"
FY2025-Q4,MER-RTL-NL-0068,Meridian Store Tilburg 68,PULSE,315,9,"245.183,49",EUR,"267,250.00"
FY2025-Q4,MER-RTL-NL-0068,Meridian Store Tilburg 68,AURA,220,8,"252.779,82",EUR,"275,530.00"
FY2025-Q4,MER-RTL-NL-0068,Meridian Store Tilburg 68,HALO,94,2,"14.807,34",EUR,"16,140.00"
FY2025-Q4,MER-RTL-NL-0068,Meridian Store Tilburg 68,CORE,110,2,"26.504,59",EUR,"28,890.00"
FY2026-Q1,MER-RTL-NL-0068,Meridian Store Tilburg 68,PULSE,340,9,"269.880,73",EUR,"294,170.00"
FY2026-Q1,MER-RTL-NL-0068,Meridian Store Tilburg 68,AURA,238,8,"278.871,56",EUR,"303,970.00"
FY2026-Q1,MER-RTL-NL-0068,Meridian Store Tilburg 68,HALO,102,5,"16.385,32",EUR,"17,860.00"
FY2026-Q1,MER-RTL-NL-0068,Meridian Store Tilburg 68,CORE,119,2,"29.238,53",EUR,"31,870.00"
FY2026-Q2,MER-RTL-NL-0068,Meridian Store Tilburg 68,PULSE,366,12,"267.954,13",EUR,"292,070.00"
FY2026-Q2,MER-RTL-NL-0068,Meridian Store Tilburg 68,AURA,256,9,"276.669,72",EUR,"301,570.00"
FY2026-Q2,MER-RTL-NL-0068,Meridian Store Tilburg 68,HALO,109,5,"16.146,79",EUR,"17,600.00"
FY2026-Q2,MER-RTL-NL-0068,Meridian Store Tilburg 68,CORE,128,5,"29.009,17",EUR,"31,620.00"
FY2025-Q3,MER-RTL-CN-0069,Meridian Store Shanghai 69,PULSE,285,10,"1,727,071.43",CNY,"241,790.00"
FY2025-Q3,MER-RTL-CN-0069,Meridian Store Shanghai 69,AURA,199,6,"1,780,214.29",CNY,"249,230.00"
FY2025-Q3,MER-RTL-CN-0069,Meridian Store Shanghai 69,SLATE,114,3,"427,642.86",CNY,"59,870.00"
FY2025-Q3,MER-RTL-CN-0069,Meridian Store Shanghai 69,CORE,99,2,"185,714.29",CNY,"26,000.00"
FY2025-Q4,MER-RTL-CN-0069,Meridian Store Shanghai 69,PULSE,310,7,"1,915,785.71",CNY,"268,210.00"
FY2025-Q4,MER-RTL-CN-0069,Meridian Store Shanghai 69,AURA,217,5,"1,979,642.86",CNY,"277,150.00"
FY2025-Q4,MER-RTL-CN-0069,Meridian Store Shanghai 69,SLATE,124,3,"474,357.14",CNY,"66,410.00"
FY2025-Q4,MER-RTL-CN-0069,Meridian Store Shanghai 69,CORE,108,5,"206,571.43",CNY,"28,920.00"
FY2026-Q1,MER-RTL-CN-0069,Meridian Store Shanghai 69,PULSE,336,11,"1,915,214.29",CNY,"268,130.00"
FY2026-Q1,MER-RTL-CN-0069,Meridian Store Shanghai 69,AURA,235,8,"1,977,357.14",CNY,"276,830.00"
FY2026-Q1,MER-RTL-CN-0069,Meridian Store Shanghai 69,SLATE,134,4,"472,857.14",CNY,"66,200.00"
FY2026-Q1,MER-RTL-CN-0069,Meridian Store Shanghai 69,CORE,117,3,"206,428.57",CNY,"28,900.00"
FY2026-Q2,MER-RTL-CN-0069,Meridian Store Shanghai 69,PULSE,361,11,"2,101,000.00",CNY,"294,140.00"
FY2026-Q2,MER-RTL-CN-0069,Meridian Store Shanghai 69,AURA,253,8,"2,173,642.86",CNY,"304,310.00"
FY2026-Q2,MER-RTL-CN-0069,Meridian Store Shanghai 69,SLATE,144,5,"518,785.71",CNY,"72,630.00"
FY2026-Q2,MER-RTL-CN-0069,Meridian Store Shanghai 69,CORE,126,5,"227,000.00",CNY,"31,780.00"
FY2025-Q3,MER-RTL-JP-0070,Meridian Store Osaka 70,PULSE,281,10,"37,403,076.92",JPY,"243,120.00"
FY2025-Q3,MER-RTL-JP-0070,Meridian Store Osaka 70,AURA,197,4,"38,709,230.77",JPY,"251,610.00"
FY2025-Q3,MER-RTL-JP-0070,Meridian Store Osaka 70,SLATE,112,4,"9,229,230.77",JPY,"59,990.00"
FY2025-Q3,MER-RTL-JP-0070,Meridian Store Osaka 70,HALO,84,5,"2,263,076.92",JPY,"14,710.00"
FY2025-Q4,MER-RTL-JP-0070,Meridian Store Osaka 70,PULSE,306,9,"37,567,692.31",JPY,"244,190.00"
FY2025-Q4,MER-RTL-JP-0070,Meridian Store Osaka 70,AURA,214,6,"38,783,076.92",JPY,"252,090.00"
FY2025-Q4,MER-RTL-JP-0070,Meridian Store Osaka 70,SLATE,122,4,"9,272,307.69",JPY,"60,270.00"
FY2025-Q4,MER-RTL-JP-0070,Meridian Store Osaka 70,HALO,92,3,"2,286,153.85",JPY,"14,860.00"
FY2026-Q1,MER-RTL-JP-0070,Meridian Store Osaka 70,PULSE,331,10,"41,492,307.69",JPY,"269,700.00"
FY2026-Q1,MER-RTL-JP-0070,Meridian Store Osaka 70,AURA,232,6,"42,930,769.23",JPY,"279,050.00"
FY2026-Q1,MER-RTL-JP-0070,Meridian Store Osaka 70,SLATE,132,3,"10,243,076.92",JPY,"66,580.00"
FY2026-Q1,MER-RTL-JP-0070,Meridian Store Osaka 70,HALO,99,5,"2,512,307.69",JPY,"16,330.00"
FY2026-Q2,MER-RTL-JP-0070,Meridian Store Osaka 70,PULSE,356,10,"45,546,153.85",JPY,"296,050.00"
FY2026-Q2,MER-RTL-JP-0070,Meridian Store Osaka 70,AURA,249,6,"47,026,153.85",JPY,"305,670.00"
FY2026-Q2,MER-RTL-JP-0070,Meridian Store Osaka 70,SLATE,142,4,"11,246,153.85",JPY,"73,100.00"
FY2026-Q2,MER-RTL-JP-0070,Meridian Store Osaka 70,HALO,107,3,"2,770,769.23",JPY,"18,010.00"
FY2025-Q3,MER-RTL-AU-0071,Meridian Store Sydney 71,AURA,194,7,"346,257.58",AUD,"228,530.00"
FY2025-Q3,MER-RTL-AU-0071,Meridian Store Sydney 71,SLATE,111,3,"83,075.76",AUD,"54,830.00"
FY2025-Q3,MER-RTL-AU-0071,Meridian Store Sydney 71,HALO,83,5,"20,303.03",AUD,"13,400.00"
FY2025-Q3,MER-RTL-AU-0071,Meridian Store Sydney 71,CORE,97,2,"36,303.03",AUD,"23,960.00"
