NOTIFICATION_ID,NOTIF_TYPE,CREATED_DATE,SUPPLIER,PART_NUMBER,PART_DESCRIPTION,LOT_NUMBER,PO_REFERENCE,QTY_INSPECTED,QTY_REJECTED,DEFECT_CODE,DEFECT_DESCRIPTION,SEVERITY,DISPOSITION,INSPECTION_SITE,STATUS,CLOSED_DATE
QN-025-04388,INCOMING_INSPECTION,2025-05-02,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,machined housing 155,LOT-202505-36,,8900,145,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,SCRAP,MER-3PL-US-01,CLOSED,
QN-025-04389,INCOMING_INSPECTION,2025-05-09,Chiayi Energy Inc.,CMP-CAM-0502,camera module 403,LOT-202505-53,,11000,95,DEF-ELEC-04,fails electrical continuity test,MAJOR,REWORK,MER-3PL-PL-02,CLOSED,2025-06-19
QN-025-04390,SUPPLIER_COMPLAINT,2025-05-16,Jiaxing Polymer Corporation,CMP-PCB-0148,MAIN LOGIC BOARD ASSEMBLY 041,LOT-202505-70,4500088098,3600,10,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,SCRAP,MER-3PL-MY-03,CLOSED,2025-05-28
QN-025-04391,SCAR,2025-05-23,"Taoyuan Electronics Industry Co., Ltd.",CMP-DSP-0395,OLED display module 296,LOT-202505-87,4500089501,3850,65,DEF-DIM-03,dimension out of tolerance,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2025-06-05
QN-025-04392,INCOMING_INSPECTION,2025-05-30,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202505-14,,16250,285,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-02,CLOSED,2025-06-13
QN-025-04393,INCOMING_INSPECTION,2025-06-06,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,LOT-202506-31,,9750,80,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-DC-US-03,CLOSED,2025-06-21
QN-025-04394,SUPPLIER_COMPLAINT,2025-06-13,DA NANG POLYMER INDUSTRIAL CORP.,CMP-ADH-0176,structural adhesive 077,LOT-202506-48,,1000,35,DEF-ELEC-04,fails electrical continuity test,CRITICAL,REWORK,MER-DC-US-04,CLOSED,2025-06-29
QN-025-04395,SCAR,2025-06-20,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202506-65,4500088215,15500,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-US-05,CLOSED,2025-07-07
QN-025-04396,INCOMING_INSPECTION,2025-06-27,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202506-82,4500087049,5450,15,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-US-06,CLOSED,2025-07-15
QN-025-04397,INCOMING_INSPECTION,2025-07-04,Jeonju Components Inc.,CMP-CAM-0317,camera module 218,LOT-202507-99,,10200,185,DEF-SOLDER-01,cold solder joint on connector,MAJOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-07-23
QN-025-04398,SUPPLIER_COMPLAINT,2025-07-11,Suzhou Brightway Tooling Corporation,MRO-GEN-0702,maintenance supply item 02,LOT-202507-26,,5800,0,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-DE-01,CLOSED,2025-07-31
QN-025-04399,SCAR,2025-07-18,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202507-43,,10800,10,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-08-08
QN-025-04400,INCOMING_INSPECTION,2025-07-25,"Hailong Precision Industry Co, Ltd",CMP-DSP-0451,6.7-inch OLED display module,LOT-202507-60,4500088658,10650,35,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-CN-02,CLOSED,2025-08-16
QN-025-04401,INCOMING_INSPECTION,2025-08-01,Chengdu Skylark Components Co Ltd,CMP-CBL-0345,flex ribbon cable 246,LOT-202508-77,4500088351,6150,20,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-DC-JP-01,CLOSED,2025-08-24
QN-025-04402,SUPPLIER_COMPLAINT,2025-08-08,Kaohsiung Tooling Industrial Corp.,CMP-ADH-0192,structural adhesive 093,LOT-202508-94,,13350,50,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-GB-01,CLOSED,2025-09-01
QN-025-04403,SCAR,2025-08-15,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202508-21,,5500,80,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-MX-01,CLOSED,2025-09-09
QN-025-04404,INCOMING_INSPECTION,2025-08-22,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202508-38,,17900,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-SG-01,CLOSED,2025-09-17
QN-025-04405,INCOMING_INSPECTION,2025-08-29,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202508-55,4500087263,6400,135,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-3PL-US-01,CLOSED,2025-09-25
QN-025-04406,SUPPLIER_COMPLAINT,2025-09-05,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202509-72,4500089391,11300,245,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2025-10-03
QN-025-04407,SCAR,2025-09-12,CHANGWON  DELTA CIRCUIT,CMP-DSP-0419,OLED display module 320,LOT-202509-89,,18300,260,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2025-10-11
QN-025-04408,INCOMING_INSPECTION,2025-09-19,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,LOT-202509-16,,15700,285,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2025-10-19
QN-025-04409,INCOMING_INSPECTION,2025-09-26,Incheon Circuit,CMP-CBL-0361,flex ribbon cable 262,LOT-202509-33,,19700,60,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-02,CLOSED,2025-10-27
QN-025-04410,SUPPLIER_COMPLAINT,2025-10-03,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202510-50,4500088475,4400,85,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-11-04
QN-025-04411,SCAR,2025-10-10,Gwangju Metalworks Industrial Corp.,CMP-FST-0255,torx screw 156,LOT-202510-67,4500088597,17300,20,DEF-DIM-03,dimension out of tolerance,MINOR,REWORK,MER-DC-US-04,CLOSED,2025-11-12
QN-025-04412,INCOMING_INSPECTION,2025-10-17,Sapporo Optics Joint Stock Company,CMP-ENC-0302,machined housing 203,LOT-202510-84,,10700,170,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-US-05,CLOSED,2025-11-20
QN-025-04413,INCOMING_INSPECTION,2025-10-24,Dongguan Rixin Energy Inc.,CMP-CAM-0349,CAMERA MODULE 250,LOT-202510-11,,5300,15,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-DC-US-06,CLOSED,2025-11-28
QN-025-04414,SUPPLIER_COMPLAINT,2025-10-31,Quanzhou Apex Optics Joint Stock Company,CMP-ADH-0440,STRUCTURAL ADHESIVE 341,LOT-202510-28,,19500,320,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-NL-01,CLOSED,2025-12-06
QN-025-04415,SCAR,2025-11-07,Nagoya Metalworks (Shanghai),CMP-DSP-0484,OLED display module 385,LOT-202511-45,4500087980,9450,115,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-DE-01,CLOSED,2025-12-14
QN-025-04416,INCOMING_INSPECTION,2025-11-14,Wuxi Crane Optics Industry Co Ltd,CMP-BAT-0130,Li-ion battery pack 023,LOT-202511-62,4500088193,14250,230,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-CN-01,CLOSED,2025-12-22
QN-025-04417,INCOMING_INSPECTION,2025-11-21,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202511-79,,15150,50,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-CN-02,CLOSED,2025-12-30
QN-025-04418,SUPPLIER_COMPLAINT,2025-11-28,Shaoxing Polymer Industrial Corp.,CMP-ADH-0424,structural adhesive 325,LOT-202511-96,,14950,270,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-JP-01,CLOSED,2026-01-07
QN-025-04419,SCAR,2025-12-05,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202512-23,,19400,480,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,RETURN_TO_VENDOR,MER-DC-GB-01,CLOSED,2026-01-15
QN-025-04420,INCOMING_INSPECTION,2025-12-12,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202512-40,4500087148,13600,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-MX-01,CLOSED,2025-12-24
QN-025-04421,INCOMING_INSPECTION,2025-12-19,Da Nang Components Inc.,CMP-CAM-0365,camera module 266,LOT-202512-57,4500088852,6600,425,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-SG-01,CLOSED,2026-01-01
QN-025-04422,SUPPLIER_COMPLAINT,2025-12-26,KUNSHAN POLYMER,CMP-PCB-0252,main logic board assembly 153,LOT-202512-74,,12950,125,DEF-SOLDER-01,cold solder joint on connector,MAJOR,RETURN_TO_VENDOR,MER-3PL-US-01,CLOSED,2026-01-09
QN-026-04423,SCAR,2026-01-02,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0500,OLED DISPLAY MODULE 393,LOT-202601-91,,3300,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2026-01-17
QN-026-04424,INCOMING_INSPECTION,2026-01-09,Ulsan Precision (Shanghai),CMP-BAT-0146,Li-ion battery pack 047,LOT-202601-18,,5550,5,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-3PL-MY-03,CLOSED,2026-01-25
QN-026-04425,INCOMING_INSPECTION,2026-01-16,"Suwon Components Co., Ltd.",MRO-GEN-0715,maintenance supply item 15,LOT-202601-35,4500087350,2950,60,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2026-02-02
QN-026-04426,SUPPLIER_COMPLAINT,2026-01-23,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202601-52,4500088205,4500,265,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-DC-US-02,CLOSED,2026-02-10
QN-026-04427,SCAR,2026-01-30,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202601-69,,11450,45,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2026-02-18
QN-026-04428,INCOMING_INSPECTION,2026-02-06,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,machined housing 035,LOT-202602-86,,16850,150,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-US-04,OPEN,NULL
QN-026-04429,INCOMING_INSPECTION,2026-02-13,Hue Amber Acoustics Industrial Corp.,CMP-CAM-0486,camera module 387,LOT-202602-13,,16700,480,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-US-05,OPEN,
QN-026-04430,SUPPLIER_COMPLAINT,2026-02-20,Ningbo Anchor Tooling,CMP-PCB-0268,main logic board assembly 169,LOT-202602-30,4500089768,7550,30,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-US-06,OPEN,NULL
QN-026-04431,SCAR,2026-02-27,"Zhuhai Coral Acoustics Industry Co, Ltd",CMP-DSP-0516,OLED display module 417,LOT-202602-47,4500087715,18450,235,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-NL-01,OPEN,N/A
QN-026-04432,INCOMING_INSPECTION,2026-03-06,"Hangzhou Lake Display Industry Co., Ltd.",CMP-BAT-0162,Li-ion battery pack 063,LOT-202603-64,,14200,180,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-DE-01,OPEN,
QN-026-04433,INCOMING_INSPECTION,2026-03-13,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,FLEX RIBBON CABLE 302,LOT-202603-81,,19050,40,DEF-PKG-05,packaging damaged in transit,MINOR,RETURN_TO_VENDOR,MER-DC-CN-01,OPEN,N/A
QN-026-04434,SUPPLIER_COMPLAINT,2026-03-20,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202603-98,,6050,70,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-CN-02,CLOSED,2026-04-15
QN-026-04435,SCAR,2026-03-27,Pusan Metalworks Industrial Corp.,CMP-FST-0103,torx screw 004,LOT-202603-25,4500087029,7350,95,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,REWORK,MER-DC-JP-01,CLOSED,2026-04-23
QN-026-04436,INCOMING_INSPECTION,2026-04-03,Toyohashi Gear Microsystems (Metro),CMP-BAT-0507,Li-ion battery pack 408,LOT-202604-42,,8200,180,DEF-ELEC-04,fails electrical continuity test,CRITICAL,RETURN_TO_VENDOR,MER-DC-GB-01,OPEN,NULL
QN-026-04437,INCOMING_INSPECTION,2026-04-10,Hsinchu Circuit Inc,CMP-CAM-0437,camera module 338,LOT-202604-59,,3050,45,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-DC-MX-01,CLOSED,2026-05-09
QN-026-04438,SUPPLIER_COMPLAINT,2026-04-17,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,MAIN LOGIC BOARD ASSEMBLY 185,LOT-202604-76,,800,50,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,RETURN_TO_VENDOR,MER-DC-SG-01,OPEN,
QN-026-04439,SCAR,2026-04-24,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0331,OLED DISPLAY MODULE 232,LOT-202604-93,,19850,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,USE_AS_IS,MER-3PL-US-01,OPEN,N/A
QN-026-04440,INCOMING_INSPECTION,2026-05-01,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202605-20,4500087407,6250,5,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-3PL-PL-02,CLOSED,2026-06-02
QN-026-04441,INCOMING_INSPECTION,2026-05-08,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202605-37,4500087377,6550,60,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-3PL-MY-03,OPEN,
QN-026-04442,SUPPLIER_COMPLAINT,2026-05-15,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,LOT-202605-54,,19300,480,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2026-06-18
QN-026-04443,SCAR,2026-05-22,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,LOT-202605-71,,11250,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-DC-US-02,OPEN,N/A
QN-026-04444,INCOMING_INSPECTION,2026-05-29,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,LOT-202605-88,,16200,65,DEF-SWELL-06,cell pouch deformation observed,MINOR,USE_AS_IS,MER-DC-US-03,OPEN,
QN-026-04445,INCOMING_INSPECTION,2026-06-05,Xiamen Harbor Energy (Austin),CMP-CAM-0454,camera module 355,LOT-202606-15,4500088754,13400,265,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-US-04,CLOSED,2026-07-12
QN-025-04446,SUPPLIER_COMPLAINT,2025-01-08,Foshan Ridge Polymer Corporation,CMP-PCB-0501,main logic board assembly 402,LOT-202501-32,4500087676,1800,80,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-05,CLOSED,2025-02-15
QN-025-04447,SCAR,2025-01-15,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED DISPLAY MODULE 248,LOT-202501-49,,13500,280,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-US-06,CLOSED,2025-02-23
QN-025-04448,INCOMING_INSPECTION,2025-01-22,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202501-66,,1700,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-NL-01,CLOSED,2025-03-03
QN-025-04449,INCOMING_INSPECTION,2025-01-29,"Kunshan Components Co., Ltd.",CMP-CBL-0441,flex ribbon cable 342,LOT-202501-83,,7550,15,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-DE-01,CLOSED,2025-03-11
QN-025-04450,SUPPLIER_COMPLAINT,2025-02-05,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,LOT-202502-10,4500087684,12050,40,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-02-17
QN-025-04451,SCAR,2025-02-12,Suzhou Brightway Electronics Industrial Corp,CMP-FST-0375,torx screw 276,LOT-202502-27,4500089499,6700,295,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,REWORK,MER-DC-CN-02,CLOSED,2025-02-25
QN-025-04452,INCOMING_INSPECTION,2025-02-19,Osaka Meiwa Precision Joint Stock Company,MRO-GEN-0728,maintenance supply item 28,LOT-202502-44,,4500,20,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-JP-01,CLOSED,2025-03-05
QN-025-04453,INCOMING_INSPECTION,2025-02-26,Sendai Components Inc.,CMP-CAM-0470,camera module 371,LOT-202502-61,,4900,40,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-GB-01,CLOSED,2025-03-13
QN-025-04454,SUPPLIER_COMPLAINT,2025-03-05,Nara Tooling Corporation,CMP-PCB-0316,main logic board assembly 217,LOT-202503-78,,8350,280,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,REWORK,MER-DC-MX-01,CLOSED,2025-03-21
QN-025-04455,SCAR,2025-03-12,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202503-95,4500088924,9900,145,DEF-SOLDER-01,cold solder joint on connector,MAJOR,USE_AS_IS,MER-DC-SG-01,CLOSED,2025-03-29
QN-025-04456,INCOMING_INSPECTION,2025-03-19,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,LOT-202503-22,4500088455,16550,480,DEF-DIM-03,dimension out of tolerance,CRITICAL,REWORK,MER-3PL-US-01,CLOSED,2025-04-06
QN-025-04457,INCOMING_INSPECTION,2025-03-26,"Ningbo Anchor Circuit Co., Ltd.",CMP-CBL-0458,flex ribbon cable 359,LOT-202503-39,,6350,135,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-3PL-PL-02,CLOSED,2025-04-14
QN-025-04458,SUPPLIER_COMPLAINT,2025-04-02,Zhangzhou Reed Display Industry Co. Ltd,CMP-BAT-0122,Li-ion battery pack 023,LOT-202504-56,,17400,245,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-3PL-MY-03,CLOSED,2025-04-22
QN-025-04459,SCAR,2025-04-09,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0191,torx screw 092,LOT-202504-73,,6850,20,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-US-01,CLOSED,2025-04-30
QN-025-04460,INCOMING_INSPECTION,2025-04-16,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,LOT-202504-90,4500089855,14750,90,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,REWORK,MER-DC-US-02,CLOSED,2025-05-08
QN-025-04461,INCOMING_INSPECTION,2025-04-23,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202504-17,4500089617,13050,140,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-US-03,CLOSED,2025-05-16
QN-025-04462,SUPPLIER_COMPLAINT,2025-04-30,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,main logic board assembly 033,LOT-202504-34,,15700,235,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2025-05-24
QN-025-04463,SCAR,2025-05-07,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202505-51,,8450,180,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-05,CLOSED,2025-06-01
QN-025-04464,INCOMING_INSPECTION,2025-05-14,"Hsinchu Optics Industry Co., Ltd.",MRO-GEN-0716,maintenance supply item 16,LOT-202505-68,,2700,150,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-DC-US-06,CLOSED,2025-06-09
QN-025-04465,INCOMING_INSPECTION,2025-05-21,"Bac Ninh Crown Metalworks Industry Co., Ltd.",CMP-FST-0143,torx screw 044,LOT-202505-85,,3750,30,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-06-17
QN-025-04466,SUPPLIER_COMPLAINT,2025-05-28,DONGGUAN RIXIN MICROSYSTEMS INDUSTRIAL CORP.,CMP-ADH-0360,structural adhesive 261,LOT-202505-12,4500088765,1250,35,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,RETURN_TO_VENDOR,MER-DC-DE-01,CLOSED,2025-06-25
QN-025-04467,SCAR,2025-06-04,Tainan Metalworks Industrial Corp.,CMP-FST-0407,torx screw 308,LOT-202506-29,,11950,290,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-CN-01,CLOSED,2025-07-03
QN-025-04468,INCOMING_INSPECTION,2025-06-11,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,machined housing 155,LOT-202506-46,,11250,185,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-CN-02,CLOSED,2025-07-11
QN-025-04469,INCOMING_INSPECTION,2025-06-18,Chiayi Energy Inc.,CMP-CAM-0301,camera module 194,LOT-202506-63,,1450,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-JP-01,CLOSED,2025-07-19
QN-025-04470,SUPPLIER_COMPLAINT,2025-06-25,Jiaxing Polymer Corporation,CMP-PCB-0148,main logic board assembly 041,LOT-202506-80,4500088098,9100,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-GB-01,CLOSED,2025-07-27
QN-025-04471,SCAR,2025-07-02,"Taoyuan Electronics Industry Co., Ltd.",CMP-DSP-0195,OLED display module 096,LOT-202507-97,4500089501,11250,105,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-DC-MX-01,CLOSED,2025-08-04
QN-025-04472,INCOMING_INSPECTION,2025-07-09,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202507-24,,15900,255,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,USE_AS_IS,MER-DC-SG-01,CLOSED,2025-08-12
QN-025-04473,INCOMING_INSPECTION,2025-07-16,Volta Energy Co. Ltd,CMP-CBL-0129,flex ribbon cable 030,LOT-202507-41,,19550,120,DEF-ELEC-04,fails electrical continuity test,MAJOR,REWORK,MER-3PL-US-01,CLOSED,2025-08-20
QN-025-04474,SUPPLIER_COMPLAINT,2025-07-23,Da Nang Polymer Industrial Corp.,CMP-ADH-0176,STRUCTURAL ADHESIVE 077,LOT-202507-58,,5600,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-3PL-PL-02,CLOSED,2025-08-28
QN-025-04475,SCAR,2025-07-30,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202507-75,4500089385,13450,280,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-3PL-MY-03,CLOSED,2025-09-05
QN-025-04476,INCOMING_INSPECTION,2025-08-06,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202508-92,4500089686,12850,170,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-DC-US-01,CLOSED,2025-09-13
QN-025-04477,INCOMING_INSPECTION,2025-08-13,Jeonju Components Inc.,CMP-CAM-0117,camera module 018,LOT-202508-19,,4600,10,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-02,CLOSED,2025-09-21
QN-025-04478,SUPPLIER_COMPLAINT,2025-08-20,Suzhou Brightway Tooling Corporation,CMP-PCB-0364,main logic board assembly 257,LOT-202508-36,,1400,5,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-US-03,CLOSED,2025-09-29
QN-025-04479,SCAR,2025-08-27,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202508-53,,11250,445,DEF-PKG-05,packaging damaged in transit,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-04,CLOSED,2025-10-07
QN-025-04480,INCOMING_INSPECTION,2025-09-03,"Hailong Precision Industry Co., Ltd.",CMP-DSP-0451,6.7-inch OLED display module,LOT-202509-70,4500088826,9950,50,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-US-05,CLOSED,2025-09-15
QN-025-04481,INCOMING_INSPECTION,2025-09-10,Chengdu  Skylark Components Co Ltd,CMP-CBL-0345,flex ribbon cable 246,LOT-202509-87,4500087616,16450,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-DC-US-06,CLOSED,2025-09-23
QN-025-04482,SUPPLIER_COMPLAINT,2025-09-17,KAOHSIUNG TOOLING,CMP-ADH-0192,structural adhesive 093,LOT-202509-14,,19600,70,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-NL-01,CLOSED,2025-10-01
QN-025-04483,SCAR,2025-09-24,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202509-31,,17950,480,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-DE-01,CLOSED,2025-10-09
QN-025-04484,INCOMING_INSPECTION,2025-10-01,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202510-48,,16550,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-CN-01,CLOSED,2025-10-17
