TICKET_ID,CREATED_TS,CHANNEL,CUSTOMER_COUNTRY,PRODUCT_DESCRIPTION_RAW,SERIAL_NUMBER,PURCHASE_STORE,ISSUE_CATEGORY,SUBJECT,DESCRIPTION,STATUS,RESOLUTION_CODE,RESOLVED_DATE,CSAT_SCORE
TCK-300098,2026-04-05T18:26:00-07:00,PHONE,GB,halo studio green,HLOST76062N,Meridian Store London 89,OTHER,Other issue with Halo Studio Green,Gift for my daughter — the device arrived rattling when shaken. Box was intact.,NEW,REPLACED,2026-04-15,5
TCK-300099,2026-04-08T08:33:00+01:00,PHONE,JP,halo buds 3 black,HLOB383981P,,AUDIO,Audio issue with Halo Buds 3 Black,Our IT team sees the device crackling at high volume on multiple units we deployed.,IN_PROGRESS,REFUND,2026-04-10,3
TCK-300100,2026-04-11T09:40:00+09:00,PHONE,CN,Meridian Core Watch 3 Silver,CRW3091900Q,,SOFTWARE,Software issue with Core Watch 3 Silver,The core watch 3 silver I purchased keeps stuck on the update screen. Please advise on warranty options.,RESOLVED,REPAIRED,2026-04-14,1
TCK-300101,2026-04-14T10:47:00-05:00,STORE,NL,CoreBandBlue,CRBND99819R,,SOFTWARE,Software issue with Core Band Blue,The Meridian Core Band Blue I purchased keeps freezing on the lock screen. Please advise on warranty options.,RESOLVED,,N/A,4
TCK-300102,2026-04-17T11:54:00Z,EMAIL,FR,my meridian watch,CRW4P07738S,,BATTERY,Battery issue with Core Watch 4 Pro Green,Device draining within two hours. Serial sticker is worn but it is a CoreWatch4ProGreen.,NEW,REPAIRED,2026-04-22,
TCK-300103,2026-04-20T12:01:00+08:00,PHONE,DE,pullse 7 256gb silver,PLS7015657T,,BATTERY,Battery issue with Pulse 7 256GB Silver,Gift for my daughter — the my meridian phone arrived draining within two hours. Box was intact.,RESOLVED,REFUND,2026-04-26,5
TCK-300104,2026-04-23T13:08:00-07:00,STORE,GB,,PLS8023576U,,AUDIO,Audio issue with Pulse 8 256GB Blue,Our IT team sees the pullse 8 256gb blue producing static on multiple units we deployed.,IN_PROGRESS,REFUND,2026-04-30,3
TCK-300105,2026-04-26T14:15:00+01:00,PHONE,CA,Meridian Pulse 9 128GB Black,PLS9031495V,Meridian Store Vancouver 76,DISPLAY,Display issue with Pulse 9 128GB Black,"Hello, my pulse 9 128gb black has been going black randomly since last week. Very disappointed.",IN_PROGRESS,REFUND,2026-05-04,1
TCK-300106,2026-04-29T15:22:00+09:00,EMAIL,US,Pulse9Ultra128GBSilver 128,PLS9U39414W,,AUDIO,Audio issue with Pulse 9 Ultra 128GB Silver,After charging overnight the Meridian Pulse 9 Ultra 128GB Silver started losing the left channel. The unit feels warm.,CLOSED,,,4
TCK-300107,2026-05-02T16:29:00-05:00,EMAIL,NL,my meridian phone,PLSXF47333X,,AUDIO,Audio issue with Pulse X Fold 128GB Blue,Gift for my daughter — the PulseXFold128GBBlue 128 arrived losing the left channel. Box was intact.,CLOSED,NO_FAULT_FOUND,2026-05-12,2
TCK-300108,2026-05-05T17:36:00Z,CHAT,FR,pullse 6 pro 256gb black,,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 6 Pro 256GB Black,my meridian phone dented on arrival during normal use. Requesting a replacement unit.,RESOLVED,NO_FAULT_FOUND,2026-05-07,
TCK-300109,2026-05-08T18:43:00+08:00,STORE,DE,aura 14 256gb silver,ARA1463171Z,,SOFTWARE,Software issue with Aura 14 256GB Silver,Device freezing on the lock screen. Serial sticker is worn but it is a aura 14 256gb silver.,NEW,REPAIRED,2026-05-11,3
TCK-300110,2026-05-11T08:50:00-07:00,CHAT,GB,Meridian Aura 15 Pro 256GB Blue,ARA1571090A,,OTHER,Other issue with Aura 15 Pro 256GB Blue,Gift for my daughter — the aura 15 pro 256gb blue arrived getting warm in standby. Box was intact.,NEW,REPAIRED,2026-05-15,1
TCK-300111,2026-05-14T09:57:00+01:00,EMAIL,CA,AuraStudio128GBBlack 128,ARAST79009B,,DISPLAY,Display issue with Aura Studio 128GB Black,After charging overnight the Meridian Aura Studio 128GB Black started showing green lines. The display panel feels warm.,NEW,,NULL,4
TCK-300112,2026-05-17T10:04:00+09:00,STORE,US,my meridian laptop,ARA1386928C,Meridian Store Portland 63,DISPLAY,Display issue with Aura 13 Pro 128GB Silver,My Aura13Pro128GBSilver 128 stopped going black randomly after the last update. I bought it at Meridian Store Portland 63 and it is only 21 months old.,NEW,REFUND,2026-05-23,2
TCK-300113,2026-05-20T11:11:00-05:00,CHAT,US,slate 8 128gb blue,SLT8094847D,,BATTERY,Battery issue with Slate 8 128GB Blue,Customer reports draining within two hours on a my meridian tablet. The unit seems to be the cause.,NEW,REPLACED,2026-05-27,5
TCK-300114,2026-05-23T12:18:00Z,PHONE,US,slate 10 256gb black,SLT1002766E,,CONNECTIVITY,Connectivity issue with Slate 10 256GB Black,Gift for my daughter — the slate 10 256gb black arrived dropping wifi. Box was intact.,IN_PROGRESS,REFUND,2026-05-31,
TCK-300115,2026-05-23T12:18:00Z,CHAT,DE,Meridian Slate 11 256GB Silver,SLT1110685F,,OTHER,Other issue with Slate 11 256GB Silver,I went back to the store but they redirected me here. The slate 11 256gb silver is getting warm in standby.,RESOLVED,REPAIRED,2026-06-01,1
TCK-300116,2026-05-29T14:32:00-07:00,PHONE,GB,Slate11Pro256GBBlue 256,SLT1118604G,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 11 Pro 256GB Blue,"Hello, my Meridian Slate 11 Pro 256GB Blue has been delivered with a cracked corner since last week. Very disappointed.",CLOSED,,N/A,4
TCK-300117,2026-06-01T15:39:00+01:00,PHONE,CA,,HLOB226523H,,DISPLAY,Display issue with Halo Buds 2 Green,Device flickering at low brightness. Serial sticker is worn but it is a device.,CLOSED,NO_FAULT_FOUND,2026-06-03,2
TCK-300118,2026-06-04T16:46:00+09:00,EMAIL,US,halo soundbar black,HLOSB34442K,,DISPLAY,Display issue with Halo Soundbar Black,device flickering at low brightness during normal use. Requesting a replacement unit.,CLOSED,REFUND,2026-06-07,5
TCK-300119,2026-06-07T17:53:00-05:00,PHONE,US,halo arc silver,HLOA142361M,Meridian Store Denver 50,BATTERY,Battery issue with Halo Arc Silver,device shutting down at 30% during normal use. Requesting a replacement unit.,RESOLVED,REFUND,2026-06-11,NULL
TCK-300120,2026-06-10T18:00:00Z,EMAIL,US,Meridian Halo Fit Blue,,,AUDIO,Audio issue with Halo Fit Blue,My halo fit blue stopped losing the left channel after the last update. I bought it at the store and it is only 6 months old.,RESOLVED,NO_FAULT_FOUND,2026-06-15,
TCK-300121,2025-06-16T08:07:00+08:00,PHONE,US,CoreWatch3ProGreen,CRW3P58199P,,SHIPPING_DAMAGE,Shipping Damage issue with Core Watch 3 Pro Green,Device missing accessories. Serial sticker is worn but it is a Meridian Core Watch 3 Pro Green.,CLOSED,,,4
TCK-300122,2025-06-19T09:14:00-07:00,PHONE,AU,my meridian watch,CRRNG66118Q,,SHIPPING_DAMAGE,Shipping Damage issue with Core Ring Black,Gift for my daughter — the CoreRingBlack arrived missing accessories. Box was intact.,IN_PROGRESS,REPLACED,2025-06-26,2
TCK-300123,2025-06-22T10:21:00+01:00,CHAT,CA,core sense silver,CRSNS74037R,,AUDIO,Audio issue with Core Sense Silver,My my meridian watch stopped losing the left channel after the last update. I bought it at the store and it is only 9 months old.,CLOSED,REFUND,2025-06-30,5
TCK-300124,2025-06-25T11:28:00+09:00,CHAT,US,pulse 7 pro 256gb silver,PLS7P81956S,,DISPLAY,Display issue with Pulse 7 Pro 256GB Silver,"Hello, my pullse 7 pro 256gb silver has been flickering at low brightness since last week. Very disappointed.",CLOSED,REPLACED,2025-07-04,3
TCK-300125,2025-06-28T12:35:00-05:00,CHAT,US,Meridian Pulse 8 Pro 256GB Blue,PLS8P89875T,,DISPLAY,Display issue with Pulse 8 Pro 256GB Blue,The pulse 8 pro 256gb blue I purchased keeps flickering at low brightness. Please advise on warranty options.,IN_PROGRESS,REPLACED,2025-07-08,1
TCK-300126,2025-07-01T13:42:00Z,STORE,US,Pulse9Pro128GBBlack 128,PLS9P97794U,Meridian Store Boston 37,OTHER,Other issue with Pulse 9 Pro 128GB Black,After charging overnight the Meridian Pulse 9 Pro 128GB Black started getting warm in standby. The unit feels warm.,NEW,,NULL,
TCK-300127,2025-07-04T14:49:00+08:00,PHONE,US,my meridian phone,PLS9L05713V,,OTHER,Other issue with Pulse 9 Lite 128GB Silver,After charging overnight the Pulse9Lite128GBSilver 128 started getting warm in standby. The unit feels warm.,RESOLVED,REPAIRED,2025-07-07,2
TCK-300128,2025-07-07T15:56:00-07:00,CHAT,AU,pullse 6 128gb blue,PLS6013632W,,OTHER,Other issue with Pulse 6 128GB Blue,After charging overnight the my meridian phone started getting warm in standby. The unit feels warm.,RESOLVED,REFUND,2025-07-11,5
TCK-300129,2025-07-10T16:03:00+01:00,EMAIL,JP,aura 13 256gb black,ARA1321551X,,OTHER,Other issue with Aura 13 256GB Black,My aura 13 256gb black stopped behaving oddly after the last update. I bought it at the store and it is only 15 months old.,IN_PROGRESS,REPAIRED,2025-07-15,3
TCK-300130,2025-07-13T17:10:00+09:00,CHAT,CN,,ARA1529470Y,,CONNECTIVITY,Connectivity issue with Aura 15 256GB Silver,My aura 15 256gb silver stopped dropping wifi after the last update. I bought it at the store and it is only 16 months old.,NEW,REPAIRED,2025-07-19,1
TCK-300131,2025-07-16T18:17:00-05:00,STORE,US,Aura16256GBBlue 256,ARA1637389Z,,SOFTWARE,Software issue with Aura 16 256GB Blue,I went back to the store but they redirected me here. The Meridian Aura 16 256GB Blue is rebooting in a loop.,NEW,,N/A,4
TCK-300132,2025-07-19T08:24:00Z,PHONE,US,my meridian laptop,,,CONNECTIVITY,Connectivity issue with Aura Go 128GB Black,"Hello, my AuraGo128GBBlack 128 has been dropping wifi since last week. Very disappointed.",NEW,REPLACED,2025-07-27,
TCK-300133,2025-07-22T09:31:00+08:00,CHAT,US,aura 14 pro 128gb silver,ARA1453227B,Meridian Store San Diego 24,SHIPPING_DAMAGE,Shipping Damage issue with Aura 14 Pro 128GB Silver,Gift for my daughter — the my meridian laptop arrived dented on arrival. Box was intact.,RESOLVED,REFUND,2025-07-31,5
TCK-300134,2025-07-25T10:38:00-07:00,CHAT,AU,slate 9 128gb blue,SLT9061146C,,SOFTWARE,Software issue with Slate 9 128GB Blue,The slate 9 128gb blue I purchased keeps stuck on the update screen. Please advise on warranty options.,RESOLVED,NO_FAULT_FOUND,2025-08-04,3
TCK-300135,2025-07-28T11:45:00+01:00,CHAT,JP,Meridian Slate 10 Pro 256GB Black,SLT1069065D,,BATTERY,Battery issue with Slate 10 Pro 256GB Black,Customer reports draining within two hours on a slate 10 pro 256gb black. The unit seems to be the cause.,NEW,REPAIRED,2025-07-30,1
TCK-300136,2025-07-31T12:52:00+09:00,EMAIL,CN,SlateMini256GBSilver 256,SLTMN76984E,,BATTERY,Battery issue with Slate Mini 256GB Silver,My Meridian Slate Mini 256GB Silver stopped shutting down at 30% after the last update. I bought it at the store and it is only 22 months old.,RESOLVED,,,NULL
TCK-300137,2025-08-03T13:59:00-05:00,EMAIL,NL,my meridian tablet,SLTKD84903F,,BATTERY,Battery issue with Slate Kids 256GB Blue,device shutting down at 30% during normal use. Requesting a replacement unit.,RESOLVED,REPLACED,2025-08-07,2
TCK-300138,2025-08-03T13:59:00-05:00,EMAIL,FR,halo max silver,HLOMX92822G,,SOFTWARE,Software issue with Halo Max Silver,"Hello, my device has been stuck on the update screen since last week. Very disappointed.",IN_PROGRESS,REFUND,2025-08-08,
TCK-300139,2025-08-09T15:13:00+08:00,PHONE,DE,halo studio blue,HLOST00741H,,BATTERY,Battery issue with Halo Studio Blue,My device stopped not holding a charge after the last update. I bought it at the store and it is only 2 months old.,IN_PROGRESS,REPLACED,2025-08-15,3
TCK-300140,2025-08-12T16:20:00-07:00,STORE,AU,Meridian Halo Home Green,HLOH108660K,Meridian Store Sydney 11,CONNECTIVITY,Connectivity issue with Halo Home Green,After charging overnight the halo home green started failing to pair. The antenna feels warm.,IN_PROGRESS,REPAIRED,2025-08-19,1
TCK-300141,2025-08-15T17:27:00+01:00,PHONE,JP,CoreWatch3Black,CRW3016579M,,DISPLAY,Display issue with Core Watch 3 Black,"Hello, my Meridian Core Watch 3 Black has been flickering at low brightness since last week. Very disappointed.",CLOSED,,NULL,4
TCK-300142,2025-08-18T18:34:00+09:00,EMAIL,CN,my meridian watch,CRBND24498N,,OTHER,Other issue with Core Band Silver,Device rattling when shaken. Serial sticker is worn but it is a CoreBandSilver.,NEW,REFUND,2025-08-27,2
TCK-300143,2025-08-21T08:41:00-05:00,STORE,NL,,CRW4P32417P,,OTHER,Other issue with Core Watch 4 Pro Blue,Customer reports getting warm in standby on a my meridian watch. The unit seems to be the cause.,RESOLVED,REPLACED,2025-08-31,5
TCK-300144,2025-08-24T09:48:00Z,STORE,FR,pulse 7 256gb black,,,OTHER,Other issue with Pulse 7 256GB Black,My pullse 7 256gb black stopped rattling when shaken after the last update. I bought it at the store and it is only 7 months old.,RESOLVED,REPLACED,2025-08-26,
TCK-300145,2025-08-27T10:55:00+08:00,STORE,DE,Meridian Pulse 8 256GB Silver,PLS8048255R,,CONNECTIVITY,Connectivity issue with Pulse 8 256GB Silver,I went back to the store but they redirected me here. The pulse 8 256gb silver is failing to pair.,CLOSED,REPLACED,2025-08-30,1
TCK-300146,2025-08-30T11:02:00-07:00,EMAIL,GB,Pulse8Lite256GBBlue 256,PLS8L56174S,,SOFTWARE,Software issue with Pulse 8 Lite 256GB Blue,Gift for my daughter — the Meridian Pulse 8 Lite 256GB Blue arrived rebooting in a loop. Box was intact.,IN_PROGRESS,,N/A,4
TCK-300147,2025-09-02T12:09:00+01:00,EMAIL,CA,my meridian phone,PLS9U64093T,Meridian Store Vancouver 88,CONNECTIVITY,Connectivity issue with Pulse 9 Ultra 128GB Black,After charging overnight the Pulse9Ultra128GBBlack 128 started losing 5G signal. The unit feels warm.,IN_PROGRESS,NO_FAULT_FOUND,2025-09-07,2
TCK-300148,2025-09-05T13:16:00+09:00,PHONE,CN,pullse x fold 128gb silver,PLSXF72012U,,SOFTWARE,Software issue with Pulse X Fold 128GB Silver,"Hello, my my meridian phone has been rebooting in a loop since last week. Very disappointed.",IN_PROGRESS,REPAIRED,2025-09-11,5
TCK-300149,2025-09-08T14:23:00-05:00,CHAT,NL,pulse 6 pro 128gb blue,PLS6P79931V,,DISPLAY,Display issue with Pulse 6 Pro 128GB Blue,"Hello, my pullse 6 pro 128gb blue has been going black randomly since last week. Very disappointed.",CLOSED,REPLACED,2025-09-15,3
TCK-300150,2025-09-11T15:30:00Z,PHONE,FR,Meridian Aura 14 256GB Black,ARA1487850W,,AUDIO,Audio issue with Aura 14 256GB Black,I went back to the store but they redirected me here. The aura 14 256gb black is crackling at high volume.,IN_PROGRESS,REFUND,2025-09-19,
TCK-300151,2025-09-14T16:37:00+08:00,CHAT,DE,Aura15Pro256GBSilver 256,ARA1595769X,,AUDIO,Audio issue with Aura 15 Pro 256GB Silver,My Meridian Aura 15 Pro 256GB Silver stopped producing static after the last update. I bought it at the store and it is only 14 months old.,IN_PROGRESS,,,4
TCK-300152,2025-09-17T17:44:00-07:00,CHAT,GB,my meridian laptop,ARA1603688Y,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 16 Pro 256GB Blue,"Hello, my Aura16Pro256GBBlue 256 has been dented on arrival since last week. Very disappointed.",RESOLVED,REFUND,2025-09-27,2
TCK-300153,2025-09-20T18:51:00+01:00,STORE,CA,aura 13 pro 128gb black,ARA1311607Z,,CONNECTIVITY,Connectivity issue with Aura 13 Pro 128GB Black,After charging overnight the my meridian laptop started dropping wifi. The unit feels warm.,IN_PROGRESS,REPLACED,2025-09-22,NULL
TCK-300154,2025-09-23T08:58:00+09:00,PHONE,US,slate 8 128gb silver,SLT8019526A,Meridian Store Seattle 75,BATTERY,Battery issue with Slate 8 128GB Silver,Customer reports shutting down at 30% on a slate 8 128gb silver. The unit seems to be the cause.,CLOSED,REPAIRED,2025-09-26,3
TCK-300155,2025-09-26T09:05:00-05:00,CHAT,US,Meridian Slate 10 128GB Blue,SLT1027445B,,DISPLAY,Display issue with Slate 10 128GB Blue,Device going black randomly. Serial sticker is worn but it is a slate 10 128gb blue.,RESOLVED,REPLACED,2025-09-30,1
TCK-300156,2025-09-29T10:12:00Z,CHAT,FR,,,,SOFTWARE,Software issue with Slate 11 256GB Black,Meridian Slate 11 256GB Black rebooting in a loop during normal use. Requesting a replacement unit.,NEW,,NULL,
TCK-300157,2025-10-02T11:19:00+08:00,PHONE,DE,my meridian tablet,SLT1143283D,,CONNECTIVITY,Connectivity issue with Slate 11 Pro 256GB Silver,Gift for my daughter — the device arrived losing 5G signal. Box was intact.,NEW,REPLACED,2025-10-08,2
TCK-300158,2025-10-05T12:26:00-07:00,CHAT,GB,halo buds 2 blue,HLOB251202E,,DISPLAY,Display issue with Halo Buds 2 Blue,device going black randomly during normal use. Requesting a replacement unit.,RESOLVED,REPLACED,2025-10-12,5
TCK-300159,2025-10-08T13:33:00+01:00,PHONE,CA,halo mini green,HLOMN59121F,,DISPLAY,Display issue with Halo Mini Green,After charging overnight the device started going black randomly. The unit feels warm.,IN_PROGRESS,REFUND,2025-10-16,3
TCK-300160,2025-10-11T14:40:00+09:00,PHONE,US,Meridian Halo Arc Black,HLOA167040G,,BATTERY,Battery issue with Halo Arc Black,I went back to the store but they redirected me here. The halo arc black is shutting down at 30%.,RESOLVED,REFUND,2025-10-20,1
TCK-300161,2025-10-11T14:40:00+09:00,CHAT,US,HaloFitSilver,HLOFT74959H,Meridian Store Miami 62,SOFTWARE,Software issue with Halo Fit Silver,I went back to Meridian Store Miami 62 but they redirected me here. The Meridian Halo Fit Silver is freezing on the lock screen.,IN_PROGRESS,,N/A,4
TCK-300162,2025-10-17T16:54:00Z,PHONE,US,my meridian watch,CRW3P82878K,,OTHER,Other issue with Core Watch 3 Pro Blue,"Hello, my CoreWatch3ProBlue has been rattling when shaken since last week. Very disappointed.",IN_PROGRESS,REFUND,2025-10-19,
TCK-300163,2025-10-20T17:01:00+08:00,STORE,US,core band 2 green,CRBN290797M,,AUDIO,Audio issue with Core Band 2 Green,My my meridian watch stopped producing static after the last update. I bought it at the store and it is only 3 months old.,NEW,REPAIRED,2025-10-23,5
TCK-300164,2025-10-23T18:08:00-07:00,STORE,GB,core sense black,CRSNS98716N,,SHIPPING_DAMAGE,Shipping Damage issue with Core Sense Black,My core sense black stopped dented on arrival after the last update. I bought it at the store and it is only 4 months old.,IN_PROGRESS,REFUND,2025-10-27,3
TCK-300165,2025-10-26T08:15:00+01:00,CHAT,CA,Meridian Pulse 7 Pro 256GB Black,PLS7P06635P,,OTHER,Other issue with Pulse 7 Pro 256GB Black,I went back to the store but they redirected me here. The pulse 7 pro 256gb black is getting warm in standby.,RESOLVED,REFUND,2025-10-31,1
TCK-300166,2025-10-29T09:22:00+09:00,CHAT,US,Pulse8Pro256GBSilver 256,PLS8P14554Q,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 8 Pro 256GB Silver,Gift for my daughter — the Meridian Pulse 8 Pro 256GB Silver arrived delivered with a cracked corner. Box was intact.,NEW,,,4
TCK-300167,2025-11-01T10:29:00-05:00,EMAIL,US,my meridian phone,PLS9022473R,,SOFTWARE,Software issue with Pulse 9 256GB Blue,Device stuck on the update screen. Serial sticker is worn but it is a Pulse9256GBBlue 256.,NEW,REFUND,2025-11-08,2
TCK-300168,2025-11-04T11:36:00Z,PHONE,US,pullse 9 lite 128gb black,,Meridian Store Austin 49,DISPLAY,Display issue with Pulse 9 Lite 128GB Black,Device going black randomly. Serial sticker is worn but it is a my meridian phone.,IN_PROGRESS,NO_FAULT_FOUND,2025-11-12,
TCK-300169,2025-11-07T12:43:00+08:00,EMAIL,US,,PLS6038311T,,OTHER,Other issue with Pulse 6 128GB Silver,Device rattling when shaken. Serial sticker is worn but it is a pullse 6 128gb silver.,NEW,REPLACED,2025-11-16,3
TCK-300170,2025-11-10T13:50:00-07:00,PHONE,AU,Meridian Aura 13 128GB Blue,ARA1346230U,,OTHER,Other issue with Aura 13 128GB Blue,Device getting warm in standby. Serial sticker is worn but it is a aura 13 128gb blue.,CLOSED,REPLACED,2025-11-20,NULL
TCK-300171,2025-11-13T14:57:00+01:00,CHAT,JP,Aura15256GBBlack 256,ARA1554149V,,AUDIO,Audio issue with Aura 15 256GB Black,After charging overnight the Meridian Aura 15 256GB Black started producing static. The speaker feels warm.,CLOSED,,NULL,4
