PO_NUMBER,PO_LINE_ITEM,DOC_TYPE,PO_DATE,VENDOR_ID,SUPPLIER_NAME,MATERIAL_NUMBER,SHORT_TEXT,ORDER_QTY,ORDER_UOM,NET_PRICE,PRICE_UNIT,CURRENCY,NET_VALUE_USD,INCOTERMS,INCOTERMS_LOCATION,PLANT_CODE,DELIVERY_DATE,PURCH_GROUP,PO_STATUS
4500087251,00020,NB,2025-01-19,0000107472,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,10444,PC,"4,520.00",1000,USD,"47,206.88",FOB,CNXMN,MER-3PL-US-01,2025-02-24,P102,CLOSED
4500087251,00030,NB,2025-01-19,0000107472,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0438,machined housing 339,15642,EA,101.90,10,USD,"USD 159,391.98",FOB,CNXMN,MER-3PL-PL-02,2025-02-24,P102,CLOSED
4500087259,00010,NB,2025-01-24,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,11,KPC,320.00,100,TWD,"1,100.00",FOB,CNXMN,MER-3PL-US-01,2025-03-02,P101,CANCELLED
4500087259,00020,NB,2025-01-24,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,37,KPC,44.80,10,TWD,"5,180.00",FOB,CNXMN,MER-3PL-PL-02,2025-03-02,P101,CLOSED
4500087263,00010,NB,2025-01-29,0000112267,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,16281,EA,37.64,1,USD,"612,816.84",FCA,TWTPE,MER-3PL-PL-02,2025-03-08,P101,OPEN
4500087263,00020,NB,2025-01-29,0000112267,Nantong Circuit Inc.,CMP-CAM-0133,camera module 034,16213,EA,"10,130.00",1000,USD,"164,237.69",FCA,TWTPE,MER-3PL-MY-03,2025-03-08,P101,OPEN
4500087263,00030,NB,2025-01-29,0000112267,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,13119,EA,37.64,1,USD,"USD 493,799.16",FCA,TWTPE,MER-DC-US-01,2025-03-08,P101,OPEN
4500087263,00040,NB,2025-01-29,0000112267,Nantong Circuit Inc.,CMP-CAM-0133,camera module 034,11809,PC,10.13,1,USD,"119,625.17",FCA,TWTPE,MER-DC-US-02,2025-03-08,P101,CLOSED
4500087270,00010,ZNB,2025-02-03,0000105965,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0391,torx screw 284,6176,EA,19.20,10,TWD,370.56,DDP,KRPUS,MER-3PL-MY-03,2025-03-14,P100,CANCELLED
4500087270,00020,ZNB,2025-02-03,0000105965,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0191,torx screw 092,59,KPC,"8,640.00",1000,TWD,"15,930.00",DDP,KRPUS,MER-DC-US-01,2025-03-14,P100,CLOSED
4500087270,00030,ZNB,2025-02-03,0000105965,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0391,torx screw 284,10233,EA,19.20,10,TWD,613.98,DDP,KRPUS,MER-DC-US-02,2025-03-14,P100,CLOSED
4500087277,00010,NB,2025-02-08,0000123638,Ulsan Microsystems Corporation,CMP-PCB-0324,main logic board assembly 225,14231,PC,"95,387.00",10,JPY,"875,775.74",EXW,CNSHA,MER-DC-US-01,2025-03-20,P104,CLOSED
4500087277,00020,NB,2025-02-08,0000123638,Ulsan Microsystems Corporation,CMP-PCB-0124,main logic board assembly 025,16601,EA,"66,619.00",10,JPY,"713,510.98",EXW,CNSHA,MER-DC-US-02,2025-03-20,P104,CLOSED
4500087277,00030,NB,2025-02-08,0000123638,Ulsan Microsystems Corporation,CMP-PCB-0324,main logic board assembly 225,18934,EA,"9,538,700.00",1000,JPY,"1,165,198.36",EXW,CNSHA,MER-DC-US-03,2025-03-20,P104,OPEN
4500087277,00040,NB,2025-02-08,0000123638,Ulsan Microsystems Corporation,CMP-PCB-0124,main logic board assembly 025,2971,EA,"66,619.00",10,JPY,"127,693.58",EXW,CNSHA,MER-DC-US-04,2025-03-20,P104,CLOSED
4500087279,00010,NB,2025-02-13,0000108842,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,3579,EA,"75,200.00",1000,TWD,"8,410.65",CIF,TWTPE,MER-DC-US-02,2025-03-26,P104,CLOSED
4500087282,00010,NB,2025-02-18,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,12498,EA,220.00,100,USD,"27,495.60",FCA,TWTPE,MER-DC-US-03,2025-04-01,P104,CLOSED
4500087282,00020,NB,2025-02-18,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0329,flex ribbon cable 230,8743,EA,2.41,1,USD,"21,070.63",FCA,TWTPE,MER-DC-US-04,2025-04-01,P104,CANCELLED
4500087282,00030,NB,2025-02-18,0000105143,"Volta Energy Co., Ltd.",MRO-GEN-0707,maintenance supply item 07,9402,EA,"25,635.00",100,USD,"2,410,202.70",FCA,TWTPE,MER-DC-US-05,2025-04-01,P104,CLOSED
4500087282,00040,NB,2025-02-18,0000105143,"Volta Energy Co., Ltd.",CMP-BAT-0118,Li-ion battery pack 4500mAh,10304,EA,94.00,10,USD,"96,857.60",FCA,TWTPE,MER-DC-US-06,2025-04-01,P104,CLOSED
4500087287,00010,NB,2025-02-23,0000115555,Kaohsiung Circuit Inc.,CMP-CAM-0181,camera module 082,703,EA,11.98,1,USD,"USD 8,421.94",FOB,CNXMN,MER-DC-US-04,2025-04-07,P108,CLOSED
4500087287,00020,NB,2025-02-23,0000115555,Kaohsiung Circuit Inc.,CMP-CAM-0381,camera module 282,12822,EA,261.30,10,USD,"335,038.86",FOB,CNXMN,MER-DC-US-05,2025-04-07,P108,CLOSED
4500087287,00030,NB,2025-02-23,0000115555,Kaohsiung Circuit Inc.,CMP-CAM-0181,camera module 082,15503,EA,119.80,10,USD,"USD 185,725.94",FOB,CNXMN,MER-DC-US-06,2025-04-07,P108,CLOSED
4500087287,00040,NB,2025-02-23,0000115555,Kaohsiung Circuit Inc.,CMP-CAM-0381,camera module 282,939,PC,"2,613.00",100,USD,"24,536.07",FOB,CNXMN,MER-DC-NL-01,2025-04-07,P108,OPEN
4500087293,00010,NB,2025-02-28,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,1622,EA,"3,711.00",100,USD,"USD 60,192.42",CIF,CNYTN,MER-DC-US-05,2025-04-13,P107,CLOSED
4500087293,00020,NB,2025-02-28,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0253,camera module 154,4394,EA,"40,330.00",1000,USD,"177,210.02",CIF,CNYTN,MER-DC-US-06,2025-04-13,P107,CANCELLED
4500087293,00030,NB,2025-02-28,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0253,camera module 154,4394,EA,"40,330.00",1000,USD,"177,210.02",CIF,CNYTN,MER-DC-NL-01,2025-04-13,P107,CLOSED
4500087298,00010,NB,2025-03-05,0000134050,Zhongshan Tooling Industrial Corp.,CMP-PCB-0236,main logic board assembly 137 - expedite,5473,EA,85.27,1,USD,"466,682.71",DAP,VNSGN,MER-DC-US-06,2025-04-19,P100,CLOSED
4500087298,00020,NB,2025-03-05,0000134050,Zhongshan Tooling Industrial Corp.,CMP-PCB-0436,main logic board assembly 329 - expedite,7651,EA,68.00,1,USD,"USD 520,268.00",DAP,VNSGN,MER-DC-NL-01,2025-04-19,P100,CLOSED
4500087298,00030,NB,2025-03-05,0000134050,Zhongshan Tooling Industrial Corp.,CMP-PCB-0236,main logic board assembly 137,2142,EA,"8,527.00",100,USD,"182,648.34",DAP,VNSGN,MER-DC-DE-01,2025-04-19,P100,CLOSED
4500087298,00040,NB,2025-03-05,0000134050,Zhongshan Tooling Industrial Corp.,CMP-PCB-0436,main logic board assembly 329,18767,PC,"68,000.00",1000,USD,"1,276,156.00",DAP,VNSGN,MER-DC-CN-01,2025-04-19,P100,OPEN
4500087300,00010,ZNB,2025-03-10,110760,Changshu Display Joint Stock Company,CMP-ENC-0487,machined housing 388,3111,EA,"6,950.00",1000,USD,"21,621.45",DDP,KRPUS,MER-DC-NL-01,2025-04-25,P101,CLOSED
4500087308,00010,NB,2025-03-15,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138,14876,EA,"13,050.00",1000,USD,"194,131.80",DDP,TWKHH,MER-DC-DE-01,2025-05-01,P100,CLOSED
4500087308,00020,NB,2025-03-15,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,14196,EA,"38,990.00",1000,USD,"553,502.04",DDP,TWKHH,MER-DC-CN-01,2025-05-01,P100,OPEN
4500087308,00030,NB,2025-03-15,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138,10081,EA,"1,305.00",100,USD,"USD 131,557.05",DDP,TWKHH,MER-DC-CN-02,2025-05-01,P100,OPEN
4500087308,00040,NB,2025-03-15,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,1007,EA,389.90,10,USD,"39,262.93",DDP,TWKHH,MER-DC-JP-01,2025-05-01,P100,CANCELLED
4500087311,00010,NB,2025-03-20,0000120076,"Nantong Optics Industry Co., Ltd.",CMP-BAT-0322,Li-ion battery pack 223 - expedite,8179,EA,"113,760.00",1000,CNY,"USD 129,228.20",EXW,CNXMN,MER-DC-CN-01,2025-05-07,P106,OPEN
4500087311,00020,NB,2025-03-20,0000120076,"Nantong Optics Industry Co., Ltd.",CMP-BAT-0122,Li-ion battery pack 023,1886,EA,"10,497.60",100,CNY,"27,497.88",EXW,CNXMN,MER-DC-CN-02,2025-05-07,P106,CLOSED
4500087311,00030,NB,2025-03-20,0000120076,"Nantong Optics Industry Co., Ltd.",CMP-BAT-0322,Li-ion battery pack 223 - expedite,18451,EA,"113,760.00",1000,CNY,"291,525.80",EXW,CNXMN,MER-DC-JP-01,2025-05-07,P106,CANCELLED
4500087311,00040,NB,2025-03-20,0000120076,"Nantong Optics Industry Co., Ltd.",CMP-BAT-0122,Li-ion battery pack 023,8168,EA,"10,497.60",100,CNY,"119,089.44",EXW,CNXMN,MER-DC-GB-01,2025-05-07,P106,CANCELLED
4500087318,00010,NB,2025-03-25,0000108020,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0146,Li-ion battery pack 047,13114,PC,"81,000.00",1000,CNY,"147,532.50",DAP,CNYTN,MER-DC-CN-02,2025-05-13,P108,OPEN
4500087318,00020,NB,2025-03-25,0000108020,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0346,Li-ion battery pack 239,19492,EA,"8,517.60",100,CNY,"230,590.36",DAP,CNYTN,MER-DC-JP-01,2025-05-13,P108,CANCELLED
4500087324,00010,NB,2025-03-30,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,46,KPC,448.00,100,TWD,"6,440.00",FCA,JPNGO,MER-DC-JP-01,2025-05-19,P104,CANCELLED
4500087324,00020,NB,2025-03-30,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,16663,EA,320.00,100,TWD,"1,666.30",FCA,JPNGO,MER-DC-GB-01,2025-05-19,P104,CANCELLED
4500087332,00010,NB,2025-04-04,0000113363,Dongguan Rixin Energy Inc.,CMP-CAM-0149,camera module 050,17521,EA,17.79,1,USD,"USD 311,698.59",DDP,CNXMN,MER-DC-GB-01,2025-05-25,P103,CANCELLED
4500087338,00010,NB,2025-04-09,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246 - expedite,15142,EA,18.20,10,USD,"USD 27,558.44",FCA,JPNGO,MER-DC-MX-01,2025-05-31,P105,CLOSED
4500087338,00020,NB,2025-04-09,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0145,flex ribbon cable 046,1401,EA,2.18,1,USD,"USD 3,054.18",FCA,JPNGO,MER-DC-SG-01,2025-05-31,P105,CANCELLED
4500087343,00010,ZNB,2025-04-14,0000126241,"Zhongshan Electronics Industry Co., Ltd.",CMP-DSP-0187,OLED display module 088,3447,EA,"55,555.20",100,CNY,"265,970.52",DDP,TWKHH,MER-DC-SG-01,2025-06-06,P107,CLOSED
4500087350,00010,NB,2025-04-19,0000109527,"Suwon Components Co., Ltd.",MRO-GEN-0715,maintenance supply item 15,12654,EA,210.20,10,USD,"265,987.08",CIF,VNSGN,MER-3PL-US-01,2025-06-12,P102,CLOSED
4500087350,00020,NB,2025-04-19,0000109527,"Suwon Components Co., Ltd.",CMP-CBL-0193,flex ribbon cable 086 - expedite,2442,EA,3.08,1,USD,"7,521.36",CIF,VNSGN,MER-3PL-PL-02,2025-06-12,P102,CANCELLED
4500087350,00030,NB,2025-04-19,0000109527,"Suwon Components Co., Ltd.",MRO-GEN-0715,maintenance supply item 15 - expedite,12654,EA,210.20,10,USD,"265,987.08",CIF,VNSGN,MER-3PL-MY-03,2025-06-12,P102,CLOSED
4500087350,00040,NB,2025-04-19,0000109527,"Suwon Components Co., Ltd.",MRO-GEN-0715,maintenance supply item 15 - expedite,19881,EA,"21,020.00",1000,USD,"417,898.62",CIF,VNSGN,MER-DC-US-01,2025-06-12,P102,OPEN
4500087354,00010,NB,2025-04-24,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,14963,EA,20.40,10,USD,"30,524.52",CIF,TWTPE,MER-3PL-PL-02,2025-06-18,P108,CLOSED
4500087354,00020,NB,2025-04-24,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307,1681,EA,42.00,10,USD,"7,060.20",CIF,TWTPE,MER-3PL-MY-03,2025-06-18,P108,OPEN
4500087354,00030,NB,2025-04-24,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,15156,PC,2.04,1,USD,"30,918.24",CIF,TWTPE,MER-DC-US-01,2025-06-18,P108,CLOSED
4500087361,00010,NB,2025-04-29,0000117062,Keelung Microsystems Corporation,CMP-PCB-0428,main logic board assembly 329,16147,EA,"15,647.25",1,JPY,"1,630,039.65",FOB,CNSHA,MER-3PL-MY-03,2025-06-24,P104,CLOSED
4500087368,00010,NB,2025-05-04,0000107198,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,5241,EA,"17,993,950.00",1000,JPY,"608,427.69",FCA,VNSGN,MER-DC-US-01,2025-06-30,P104,CANCELLED
4500087371,00010,NB,2025-05-09,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,5998,EA,"1,253.00",100,USD,"75,154.94",EXW,KRPUS,MER-DC-US-02,2025-07-06,P104,CANCELLED
4500087371,00020,NB,2025-05-09,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-DSP-0451,6.7-inch OLED display module,3,KPC,300.96,1,CNY,"USD 125,400.00",EXW,KRPUS,MER-DC-US-03,2025-07-06,P104,CLOSED
4500087377,00010,NB,2025-05-14,0000111719,"PINGTUNG ENERGY CO., LTD.",CMP-CBL-0225,flex ribbon cable 126,14657,EA,61.00,100,USD,"8,940.77",FOB,TWKHH,MER-DC-US-03,2025-07-12,P101,CLOSED
4500087377,00020,NB,2025-05-14,0000111719,"Pingtung Energy Co, Ltd",CMP-CBL-0225,flex ribbon cable 126,14657,EA,61.00,100,USD,"USD 8,940.77",FOB,TWKHH,MER-DC-US-04,2025-07-12,P101,CLOSED
4500087377,00030,NB,2025-05-14,0000111719,"Pingtung Energy Co, Ltd",CMP-CBL-0225,flex ribbon cable 126,17756,EA,61.00,100,USD,"USD 10,831.16",FOB,TWKHH,MER-DC-US-05,2025-07-12,P101,CLOSED
4500087377,00040,NB,2025-05-14,0000111719,"PINGTUNG ENERGY CO., LTD.",CMP-CBL-0425,flex ribbon cable 326 - expedite,8051,EA,19.90,10,USD,"USD 16,021.49",FOB,TWKHH,MER-DC-US-06,2025-07-12,P101,OPEN
4500087380,00010,ZNB,2025-05-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0515,Li-ion battery pack 416 - expedite,6797,EA,"6,213.60",100,CNY,"USD 58,658.11",FOB,TWKHH,MER-DC-US-04,2025-07-18,P104,CANCELLED
4500087380,00020,ZNB,2025-05-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,17488,EA,"5,212.80",100,CNY,"126,613.12",FOB,TWKHH,MER-DC-US-05,2025-07-18,P104,CANCELLED
4500087382,00010,NB,2025-05-24,0000122131,Gumi Circuit Inc.,CMP-CAM-0277,camera module 178,9224,PC,256.00,10,USD,"USD 236,134.40",FOB,KRPUS,MER-DC-US-05,2025-07-24,P106,OPEN
4500087384,00010,NB,2025-05-29,0000108431,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,652,EA,197.00,100,USD,"1,284.44",CIF,VNSGN,MER-DC-US-06,2025-07-30,P105,CLOSED
4500087384,00020,NB,2025-05-29,0000108431,"Taichung Energy Co., Ltd.",CMP-CBL-0177,flex ribbon cable 078,11017,EA,"2,470.00",1000,USD,"27,211.99",CIF,VNSGN,MER-DC-NL-01,2025-07-30,P105,OPEN
4500087392,00010,NB,2025-06-03,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,17883,EA,"49,724.00",10,JPY,"USD 573,686.64",CIF,JPNGO,MER-DC-NL-01,2025-08-05,P107,CLOSED
4500087398,00010,NB,2025-06-08,0000114733,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,1137,EA,8.00,1,TWD,284.25,CIF,TWTPE,MER-DC-DE-01,2025-08-11,P106,OPEN
4500087398,00020,NB,2025-06-08,0000114733,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,1137,EA,8.00,1,TWD,284.25,CIF,TWTPE,MER-DC-CN-01,2025-08-11,P106,CLOSED
4500087402,00010,NB,2025-06-13,0000106650,Da Nang Polymer Industrial Corp.,CMP-ADH-0376,structural adhesive 277,36,KPC,107.84,1,TWD,"121,320.00",DAP,TWTPE,MER-DC-CN-01,2025-08-17,P102,OPEN
4500087404,00010,NB,2025-06-18,0000131995,Kyoto Hana Circuit Inc.,CMP-CBL-0482,flex ribbon cable 375,7952,EA,18.70,10,USD,"USD 14,870.24",DAP,VNSGN,MER-DC-CN-02,2025-08-23,P107,CANCELLED
4500087407,00010,ZNB,2025-06-23,0000110212,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,17723,EA,44.86,1,CNY,"110,414.29",CIF,TWTPE,MER-DC-JP-01,2025-08-29,P101,OPEN
4500087411,00010,NB,2025-06-28,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0360,structural adhesive 261 - expedite,11006,EA,"123,200.00",1000,TWD,"42,373.10",FOB,CNSHA,MER-DC-GB-01,2025-09-04,P103,CLOSED
4500087411,00020,NB,2025-06-28,0000105554,Dongguan Rixin Microsystems Industrial Corp.,MRO-GEN-0714,maintenance supply item 14 - expedite,8668,EA,"973,440.00",1000,TWD,"263,680.56",FOB,CNSHA,MER-DC-MX-01,2025-09-04,P103,CLOSED
4500087411,00030,NB,2025-06-28,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0160,structural adhesive 061 - expedite,29,KPC,"1,433.60",10,TWD,"129,920.00",FOB,CNSHA,MER-DC-SG-01,2025-09-04,P103,CLOSED
4500087411,00040,NB,2025-06-28,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0360,structural adhesive 261,31,KPC,123.20,1,TWD,"119,350.00",FOB,CNSHA,MER-3PL-US-01,2025-09-04,P103,CLOSED
4500087413,00010,NB,2025-07-03,0000118843,Fukuoka Circuit Inc.,CMP-CAM-0229,camera module 122,1672,EA,9.79,1,USD,"USD 16,368.88",EXW,KRPUS,MER-DC-MX-01,2025-09-10,P101,CANCELLED
4500087413,00020,NB,2025-07-03,0000118843,Fukuoka Circuit Inc.,CMP-CAM-0429,camera module 330,4204,PC,"4,104.00",100,USD,"172,532.16",EXW,KRPUS,MER-DC-SG-01,2025-09-10,P101,CLOSED
4500087413,00030,NB,2025-07-03,0000118843,Fukuoka Circuit Inc.,CMP-CAM-0229,camera module 122,17336,EA,979.00,100,USD,"USD 169,719.44",EXW,KRPUS,MER-3PL-US-01,2025-09-10,P101,CLOSED
4500087418,00010,NB,2025-07-08,0000107609,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0115,OLED display module 016,19418,EA,"27,086.40",100,CNY,"USD 730,505.16",DAP,JPNGO,MER-DC-SG-01,2025-08-07,P101,OPEN
4500087426,00010,NB,2025-07-13,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,12519,EA,"3,200.00",1000,TWD,"1,251.90",DDP,KRPUS,MER-3PL-US-01,2025-08-13,P108,CANCELLED
4500087426,00020,NB,2025-07-13,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,17,KPC,448.00,100,TWD,"USD 2,380.00",DDP,KRPUS,MER-3PL-PL-02,2025-08-13,P108,CANCELLED
4500087426,00030,NB,2025-07-13,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,24,KPC,32.00,10,TWD,"2,400.00",DDP,KRPUS,MER-3PL-MY-03,2025-08-13,P108,OPEN
4500087426,00040,NB,2025-07-13,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276 - expedite,16,KPC,448.00,100,TWD,"USD 2,240.00",DDP,KRPUS,MER-DC-US-01,2025-08-13,P108,CLOSED
4500087432,00010,NB,2025-07-18,0000112678,Suzhou Brightway Tooling Corporation,MRO-GEN-0702,maintenance supply item 02 - expedite,14914,EA,"16,168.00",100,USD,"2,411,295.52",EXW,CNSHA,MER-3PL-PL-02,2025-08-19,P102,CLOSED
4500087432,00020,NB,2025-07-18,0000112678,Suzhou Brightway Tooling Corporation,CMP-PCB-0164,main logic board assembly 065,5563,EA,"82,190.00",1000,USD,"457,222.97",EXW,CNSHA,MER-3PL-MY-03,2025-08-19,P102,CLOSED
4500087432,00030,NB,2025-07-18,0000112678,Suzhou Brightway Tooling Corporation,CMP-PCB-0364,main logic board assembly 257,17466,EA,79.99,1,USD,"1,397,105.34",EXW,CNSHA,MER-DC-US-01,2025-08-19,P102,CANCELLED
4500087436,00010,NB,2025-07-23,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,13948,PC,"9,248.85",1,JPY,"832,277.16",CIF,VNSGN,MER-3PL-MY-03,2025-08-25,P108,CLOSED
4500087436,00020,NB,2025-07-23,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0469,main logic board assembly 370,4138,EA,"9,002,400.00",1000,JPY,"240,335.04",CIF,VNSGN,MER-DC-US-01,2025-08-25,P108,OPEN
4500087443,00010,ZNB,2025-07-28,0000124597,Hefei Summit Electronics Industrial Corp.,CMP-FST-0464,torx screw 357,11051,EA,2.88,1,TWD,994.59,FCA,JPNGO,MER-DC-US-01,2025-08-31,P108,CANCELLED
4500087443,00020,ZNB,2025-07-28,0000124597,Hefei Summit Electronics Industrial Corp.,MRO-GEN-0705,maintenance supply item 05,18092,EA,"630,400.00",100,TWD,"3,564,124.00",FCA,JPNGO,MER-DC-US-02,2025-08-31,P108,CANCELLED
4500087443,00030,ZNB,2025-07-28,0000124597,Hefei Summit Electronics Industrial Corp.,CMP-FST-0263,torx screw 164,23,KPC,384.00,100,TWD,"2,760.00",FCA,JPNGO,MER-DC-US-03,2025-08-31,P108,CLOSED
4500087447,00010,NB,2025-08-02,0000109116,"Hangzhou Lake Display Industry Co., Ltd.",MRO-GEN-0708,maintenance supply item 08,851,EA,781.06,1,CNY,"USD 92,316.48",CIF,TWTPE,MER-DC-US-02,2025-09-06,P104,CANCELLED
4500087447,00020,NB,2025-08-02,0000109116,"Hangzhou Lake Display Industry Co., Ltd.",CMP-BAT-0162,Li-ion battery pack 063,10737,EA,"93,240.00",1000,CNY,"139,044.15",CIF,TWTPE,MER-DC-US-03,2025-09-06,P104,CANCELLED
4500087452,00010,NB,2025-08-07,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307 - expedite,841,EA,4.20,1,USD,"3,532.20",FOB,CNXMN,MER-DC-US-03,2025-09-12,P103,OPEN
4500087452,00020,NB,2025-08-07,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,19311,EA,20.40,10,USD,"39,394.44",FOB,CNXMN,MER-DC-US-04,2025-09-12,P103,CANCELLED
4500087452,00030,NB,2025-08-07,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307,19748,EA,420.00,100,USD,"82,941.60",FOB,CNXMN,MER-DC-US-05,2025-09-12,P103,CLOSED
4500087452,00040,NB,2025-08-07,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107 - expedite,2961,EA,204.00,100,USD,"6,040.44",FOB,CNXMN,MER-DC-US-06,2025-09-12,P103,OPEN
4500087459,00010,NB,2025-08-12,0000116103,"Foshan Ridge Components Co., Ltd.",CMP-CBL-0289,flex ribbon cable 190,14291,EA,15.30,10,USD,"21,865.23",EXW,CNSHA,MER-DC-US-04,2025-09-18,P101,CLOSED
4500087459,00020,NB,2025-08-12,0000116103,"Foshan Ridge Components Co., Ltd.",CMP-CBL-0490,flex ribbon cable 391,6477,EA,1.97,1,USD,"12,759.69",EXW,CNSHA,MER-DC-US-05,2025-09-18,P101,OPEN
4500087459,00030,NB,2025-08-12,0000116103,"Foshan Ridge Components Co., Ltd.",CMP-CBL-0289,flex ribbon cable 190 - expedite,1886,EA,"1,530.00",1000,USD,"USD 2,885.58",EXW,CNSHA,MER-DC-US-06,2025-09-18,P101,CLOSED
4500087463,00010,NB,2025-08-17,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0330,Li-ion battery pack 231,1467,EA,811.44,10,CNY,"USD 16,533.09",EXW,CNSHA,MER-DC-US-05,2025-09-24,P106,OPEN
4500087463,00020,NB,2025-08-17,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023,17353,EA,892.08,10,CNY,"215,003.67",EXW,CNSHA,MER-DC-US-06,2025-09-24,P106,CLOSED
4500087463,00030,NB,2025-08-17,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0330,Li-ion battery pack 231 - expedite,17194,EA,81.14,1,CNY,"USD 193,776.38",EXW,CNSHA,MER-DC-NL-01,2025-09-24,P106,CANCELLED
4500087463,00040,NB,2025-08-17,0000106924,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023,2536,EA,89.21,1,CNY,"31,421.04",EXW,CNSHA,MER-DC-DE-01,2025-09-24,P106,CLOSED
4500087470,00010,NB,2025-08-22,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0499,Li-ion battery pack 400,3758,EA,47.09,1,CNY,"24,577.32",DAP,VNSGN,MER-DC-US-06,2025-09-30,P108,CANCELLED
4500087470,00020,NB,2025-08-22,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,11611,EA,"93,441.60",100,CNY,"1,506,875.58",DAP,VNSGN,MER-DC-NL-01,2025-09-30,P108,CLOSED
4500087475,00010,NB,2025-08-27,111171,Jeonju Components Inc.,CMP-CAM-0317,camera module 218,19734,PC,131.40,10,USD,"259,304.76",DAP,JPNGO,MER-DC-NL-01,2025-10-06,P102,CANCELLED
4500087479,00010,ZNB,2025-09-01,0000105691,Hsinchu Circuit Inc.,CMP-CAM-0237,camera module 138,2712,EA,130.50,10,USD,"35,391.60",EXW,CNSHA,MER-DC-DE-01,2025-10-12,P107,CLOSED
